year,release_date,category,genre,title,creator,title_image,introduction,country_category,country_name,video,production,distribution,grade,runtime,remake,cast,staff,series,trilogy,soundtrack,ref_video,read_count,scrape_count,,,
2007,2007.10.03,애니메이션,드라마,역경무뢰 카이지,감독-사토 유조,http://data5.onnada.com/anime/201303/thumb300x400_2077629024_27af01e4_1.jpg,"과거 후배의 빚보증을 선 것에 의해 거액의 부채를 안게 된 청년 카이지.@백수인 카이지가 빚을 갚기 위해 '에스포와르'라는 도박선에 탑승하는 것으로부터@그의 처절한 도박 이야기가 시작된다.@@-독자적이며 다양한 도박들의 등장과 인물들의 치밀한 심리 묘사가 독자들을 순식간에@이야기속으로 빠져들게 한다. 카이지 시리즈는 일본에서 천만 부 이상이 판매된 베스트셀러이며,@1998년에 제22회 코단샤 만화상 일반 부문을 수상한 바 있다.@ 작가의 다른 유명작 《투패전설 아카기》는 카이지 시리즈와 마찬가지로 도박을 소재로 하고 있는@작품인데 국내에서는 발간되지 않았다-",해외,일본,G4_erUXXWEw,매드하우스,-,15,-,후쿠모토 노부유키," 이토 카이지 (ATO KAIJI)|伊藤 開司 / 성우 : 하기와라 미사토 (HAGIWARA, MISATO)|萩原美里", 각본-타카야시키 히데오 @캐릭터 디자인-타카다 하루히토,-,26,-,fH3tT9W-Y9s,0,0,,,
2007,2007.10.02,애니메이션,"스포츠,코미디,학원",뱀부 블레이드,감독-사이토 히사시,http://data5.onnada.com/anime/201101/thumb300x400_2048931593_3715a14b_20090218181500_tlsehd764.jpg,"사립 학교인 무로에 고등학교의 검도부 고문로 끼니조차 걱정할 정도로 빈곤한 하루하루를 보내고 있던 이시다 토라지는 어느날 고교선배인 이시바시 켄자부로와의 술자리에서 그가 제시한 내기를 받아들이게 된다.@ 서로 자신들이 가르치는 여자부원 5명이 연습게임을 가지고, 토라지의 제자들이 이기면 1년동안 아버지가 운영하는 초밥가게에서 1년 무료 시식을 시켜주겠다는 것! 더할나위없는 구원적 제안이지만, 그러기에는 여자부원이 부족한 상황.@ 5명의 여자부원를 모으기 위해 동문서주하는 참에 조그만한 여학생이 날아오는 공과 교감 선생님을 대나무 빗자루로 손쉽게 쳐내는 모습을 보게 된다.",해외,일본,GpgfImXDdwo,AIC A.S.T.A,-,12,-,"토츠카 마사히로, 이가라시 아구리", 카와조에 타마키 (Tamaki Kawazoe) / 성우 : 히로하시 료 (HIROHASHI RYO)|?橋?,캐릭터 디자인-나미야나기 유키치,-,26,-,VvjFPEls_Mw,0,0,,,
2007,2007.10.02,애니메이션,"드라마,로맨스",D-C-Ⅱ 다카포Ⅱ,감독-오카모토 히데키,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_3a44b79c_4fca_1.jpg,"연중 벚꽃이 피어 있는 하츠네지마.@ 하츠네지마에 위치한 카자미 학원에 다니는 사쿠라이 요시유키는 학원장인 요시노 사쿠라의 집에서 살면서 학교를 다니고 있다.@ 평소와 다를 것이 없는 일상, 오늘도 소란스러운 학교의 친구들, 최근 들어 자주 꾸게 되는 한 소녀의 고백을 받는 꿈.@.@.@ 그런 일상 속에서 요시유키의 첫사랑은 예기치 않게 시작된다.@  마치 가족과도 같은 존재인 아사쿠라 오토메와 유메.@ 어린 시절부터 친구 사이였던 츠키시마 코코, 클래스메이트인 유키무라 안즈, 그리고 학원의 아이돌인 시라카와 나나카와 수수께끼의 소녀 아마카세 미나츠까지.@ 히로유키를 둘러싼 다양한 개성을 지닌 소녀들과의 시간 속에서 감정은 복잡하게 교차하는데.@.@.",해외,일본,Gv1_cV8mVt4,Feel,-,15,-,Circus, 사쿠라이 요시유키 (SAKURAI YOSHIYUKI)|??義之 / 성우 : 아사누마 신타로 (ASANUMA SHINTARO)|?沼晋太? (あさぬましんたろう), 각본-하세가와 카츠미 @캐릭터 디자인-시마자와 노리코,-,13,-,j7ynon0t3BE,0,0,,,
2007,2007.10.02,애니메이션,"드라마,코미디,학원",스케치북 -full color-s-,감독-히라이케 요시마사,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_26b9b48e_HBY0.jpg,"~ full color'S ~란 부제목을 달고 히라이케 요시마사가 감독을 맡고 HAL 필름 메이커에 의해 애니메이션으로 제작되었으며, 2007년 10월 1일 테레비도쿄에서 방영을 시작하여 같은해 12월 24일에 막을 내렸다.@ 애니메이션에서 각 화 부제목의 숫자는 page.@xx(숫자)로 표기된다.@ 주역 3인방(카지와라 소라, 아소 나츠미, 토리카이 하즈키)을 맡은 세 명의 성우(하나자와 카나, 나카세 아스카, 마키노 유이)와 애니메이션판 오리지널 캐릭터인 네기시 미나모 역의 히사카 요코를 제외한 나머지 성우들은 감독을 맡은 히라이케 요시마사와 음향담당에 의해 결정되었고, 이들 중 대부분은 히라이케 요시마사가 감독을 맡았던 솔티레이에 출연했었다.",해외,일본,Q0tiHmlAXks,HAL 필름 메이커,-,12,-,코바코 토탄, 카지와라 소라 (SORA KAJIWARA) / 성우 : 하나자와 카나 (HANAZAWA KANA)|花澤香菜 (はなざわかな), 각본-오카다 마리 @캐릭터 디자인-스기모토 이사오,-,13,-,a7nWH9hQkNw,0,0,,,
2007,2007.07.27,애니메이션,액션,바카노-,감독-오오모리 타카히로,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_59a4f1b4_accano.jpg,"1711년 향해를 가던 연금술사들이 금기된 연금술을 써서 악마를 불러내게된다.@ 그리고 그 악마는 불로불사의 술을 건내주고, 모두 그 술을 나눠마시게된다.@ 그들이 죽는 방법은 오른손으로 상대의 얼굴을 만지고 먹어버리는것.@ 그후, 1930년경 불로불사의 술 제조법을 알고있는 단 한명의 남자 마이저를 잡아먹기위해 세러드가 그를 찾아나선다 그리고 이 애니의 특징은 시간을 초월해서 미래 과거의 사건을 넘나들고, 사건은 하나이지만 주인공은 여럿이라는 전개로 한가지의 사건을 가지고 여러 사람의 측면에서 사건을 분석 전개 한다.",해외,일본,9KLcXHQZyls,브레인즈 베이스,-,19,-,나리타 료우고, 필로 플로센초 (FIRO PROCHAINEZO) / 성우 : 요시노 히로유키 (YOSHINO HIROYUKI)|吉野裕行 (よしのひろゆき),-,-,-,-,-,0,0,,,
2007,2007.07.19,애니메이션,"시대,액션",시구루이,감독-하마사키 히로시,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_b0cd1243_7818c2.jpg,최고의 검술에 미친 사무라이들의 광기 어린 모습을 그린 애니메이션,해외,일본,7svxDmx250g,매드하우스,-,19,-,난죠 노리오,-, 각본-미나카미 세이시 @캐릭터 디자인-시노 마사노리,-,12,-,AGVlerJjfLU,0,0,,,
2007,2007.07.13,애니메이션,미스테리,모노노케,감독-나카무라 켄지,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_5847a182_nonoke.jpg,"수수께끼의 약장수, 그가 돌아왔다! 2006년 1월부터 3월에 걸쳐 방영되었던 토에이 애니메이션 제작의 호러 애니메이션 .@ 동양적인 느낌이 물씬 느껴지는 화려한 영상과 세련된 연출로 상당한 호응을 얻었던 세번째 에피소드 '화묘(化猫/바케네코)'의 신비스러운 주인공 약장수를 2007년 여름 다시 한 번 만날 수 있게 되었다.@전작인 는 3가지의 에피소드가 각기 독립된 구성으로 존재하는 작품이었는데, 그 중에서도 가장 눈길을 끌었던 작품은 단연 3번째 에피소드였다.@ 동 작품의 다른 에피소드를 포함해 노이타미나 시간대에 방영된 애니메이션들 중에서도 유일하게 오리지널 스토리로 기획된 '화묘'는 소재, 시도, 영상은 물론 전체적인 작품의 질까지 높은 평가를 받았으며 시청률적으로도 심야시간대 5%라는 쾌거를 이룩하였다.@ 특히나 한지를 연상시키는 동양적인 느낌의 텍스쳐 처리는 에서 GONZO가 보여주었던 기술력에 조금도 뒤짐이 없어, 토에이 애니메이션의 평가를 한 단계 올리는 데 크게 기여하였다.@(참고로 이 '화묘' 에피소드는 세계 4대 애니메이션 축제에 속하는 2007 앙시 국제 애니메이션 페스티벌 TV 애니메이션 부문에 출품되기도 하였다)3화 완결이라는 짧은 구성에 아쉬워했던 팬들을 위로하기라도 하듯, 호러, 미스터리가 끌리는 계절 여름을 맞이해 전 12화 분량으로 재등장한 이번 작품은 새롭게 라는 제목을 달고 시청자들에게 선보인다('모노노케'는 요괴, 원령, 원혼 등으로 번역할 수 있다).@ 전작의 스태프가 그대로 기용된 가운데, '자시키와라시', '우미보즈', '놋페라보', '누에', '화묘' 등 요괴의 이름을 딴 제목을 가진 5개의 에피소드가 각기 독립적인 이야기로 구성될 예정이다.",해외,일본,5OJW9gZL33Q,토에이 애니메이션,-,15,-,-,-,캐릭터 디자인-하시모토 타카시,-,12,-,d1KXxD4ClkU,0,0,,,
2007,2007.07.08,애니메이션,"코미디,학원",안녕 절망선생,감독-신보 아키유키,http://data5.onnada.com/anime/201102/thumb300x400_2048931593_fe46015a_zetsubous2bimg003_ioi8126.jpg,"'제멋대로 카이조'의 작가 쿠메타 코지의 최신작.@ 매사에 비관적인 고등학교 교사와 그가 담임을 맡은 반의 문제투성이 학생들(불량학생과는 차원이 다른, 골치 아픈 학생들)이 나온다.@'카이조' 중반부부터 확립된 /1화 완결, 1주제, 소재나열토크, 비유와 풍자/ 구조를 유지하고 있다.@ 전작인 '카이조'가 소년 선데이에서 잘렸던 일을 가지고 사골처럼 우려먹는다.@ 자신의 만화가 인기작이 아니고 비주류라고 통탄하기도 한다.@ 그러나 선데이-매거진으로 이어지는 TOP3 소년 만화잡지 연재 이력을 보면 괜한 엄살을 부리는 것 같기도 하다.@ ",해외,일본,3Wma0LXM4QQ,샤프트,-,15,-,쿠메타 코우지, 절망선생 (Zetsubou Sensei) / 성우 : 카미야 히로시 (KAMIYA HIROSHI)|神谷浩史 (かみやひろし), 각본-카네마키 켄이치 @캐릭터 디자인-모리오카 히데유키,-,12,-,iEQbKEcoA_U,0,0,,,
2007,2007.07.07,애니메이션,"드라마,코미디,학원",포테마요,감독-이케하타 타카시,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_dbbb6738_temayo.jpg,"빵을 좋아하는 과묵한 중학생 모리야마 스나오.@ 어느날 스나오네 집 냉장고에서 갑자기 튀어나온 정체불명의 생명체가 있었다.@ '포테마요'라는 이름을 받게 된 그것은 검은 고양이 귀와 꼬리를 지닌 2등신의 수수께끼의 생명체였지만, 그다지 감정의 기복이 없는 유연한 사고방식의 소유자 스나오는 그런 포테마요를 받아들여 함께 살게 된다.@ 푹신하고 부드러운 감촉과 귀여운 용모, 깜찍한 행동으로 스나오의 학교에서도 폭발적인 인기를 누리게 되는 포테마요.@ 그로부터 얼마 지나지 않아 포테마요와 마찬가지로 스나오네 집에는 또 하나의 괴생명체가 나타난다.@ 거대한(몸집에 비하면) 낫을 들고 있는 흉포한 성격의 생명체는 어째서인지 포테마요를 라이벌로 여기고 있었고, 이후 그것은 스나오의 동급생인 쿄우에게서 '구츄코'라는 이름을 받아 정착하게 된다.@개성이 강한 친구들 덕분에 이제까지도 결코 조용하지 않았던 스나오의 일상은 갑자기 등장한 포테마요와 구츄코로 인해 한층 더 시끌벅적, 다채로워지게 되는데.@.@.@.",해외,일본,6UULly4wubI,J.C.Staff,-,12,-,오가타야 하루카,-,캐릭터 디자인-오오키 료이치,-,12,-,FWosIT7Ubfs,0,0,,,
2007,2007.07.06,애니메이션,드라마,해피해피 클로버,감독-노나카 카즈미,http://data5.onnada.com/anime/201107/thumb300x400_A830_2042247640_a33abdf0_c_tim001+282829.jpg,"쇼각칸(小?館)의 소녀만화지 '챠오'에서 연재중인 타츠야마 사유리의 귀여운 동물 만화가 애니메이션으로 만들어진다.@ 미카즈키 숲에 살고 있는 씩씩한 토끼 소녀 치마를 주인공으로 하여, 치마와 친구들이 함께 하는 학교 생활에서부터 가족들과의 일상, 숲의 주민들의 모습에 이르기까지를 따뜻한 시선으로 그려가는 작품이다.@ 보기만 해도 귀여운 동물 캐릭터들의 평화로운 일상을 다루고 있기 때문에 기본적으로는 어린이들의 눈높이에 맞춰져 있는 작품이지만,  같은 작품처럼 어른들도 마음을 치유하는 듯한 기분으로 함께 즐기기에 전혀 부족함이 없다.@키즈 스테이션에서 방송이 시작되는 이번 애니메이션은 한 개의 에피소드당 15분 분량으로, 각 화마다 2개의 에피소드가 방영되며 전 26화로 완결될 예정이다.@ 의 야스미 테츠오가 총감독을 맡고 있기 때문에 분위기상으로도 와 비슷한 느낌을 받을 수 있으리라 여겨진다.",해외,일본,-,그룹 탁크,-,전체,-,타츠야마 사유리,-, 각본-야스미 테츠오 @캐릭터 디자인-하야시 카즈야,-,26,-,G0_a21YYKkU,0,0,,,
2007,2007.07.06,애니메이션,"공포,미스테리",쓰르라미 울 적에 해답편,감독-콘 치아키,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_82010135_hdtk7A.jpg,"2007년에 애니메이션 제2기 '쓰르라미 울 적에 해'의 제작이 결정되어, 동년 7월부터 12월까지 전24화로 완결.@ 야쿠사마시편을 포함해 미나고로시편, 마츠리바야시편이 제재가 되었다.@ '쓰르라미 울 적에 해'에서는 츠미호로보시편 - 야쿠사마시편 - 미나고로시편 - 마츠리바야시편으로 구성되어 있다.",해외,일본,jHSEZ0dmrfk,스튜디오 딘,-,19,-,"07th Expansion, 용기사07", 마에바라 케이이치 (KEIICHI MAEBARA) / 성우 : 호시 소이치로 (HOSHI SOUICHIRO)|保志?一朗 (保志?一?), 각본-카와세 토시후미 @캐릭터 디자인-사카이 큐타,-,24,-,W9G2sIeEi9A,0,0,,,
2007,2007.07.06,애니메이션,"메카닉,액션",스카이 걸스,감독-이와사키 요시아키,http://data5.onnada.com/anime/201303/thumb300x400_2077629024_9c7b0bb4_1.jpg,"코나미와 J.@C.@STAFF 합작의 애니메이션.@ 2007년작.@2006년 8월에 OVA로 첫 등장하였으며, 2007년에는 TVA판으로 나왔다.@ 내용상 원작이 존재하지 않는 오리지널 애니메이션이지만, 기본적으로 메카무스메 시리즈에서 파생되어 나왔다.@ TV판에서는 메카무스메 스타일의 원조 격인 인물인 아키타카 미카가 메카 디자인으로 참여했다.@웜이라는 나노머신 집합체의 공격으로 인해 세계 규모 전쟁이 일어나, 세계적으로 남자들의 수가 급감하게 되었다.@그리고 그 이후 군대를 포함해서 부족한 남자들의 자리에 대거 여자(그것도 주로 어린 아이들)들이 등용된, 10년이라는 시간이 흐른 지구를 배경으로, 어느 날 갑자기 부활하게 된 웜을 퇴치하기 위해서 제작된 병기 '소닉 다이버'와, 그것에 탑승하는 세명의 소녀 파일럿을 중심으로 이야기가 펼쳐진다.@ 전투도 중요하지만 전체적으로 소녀 파일럿들의 이야기에 중점을 두었다",해외,일본,bWudxx37uXg,J.C.Staff,-,12,-,-, 사쿠라노 오토하 (OTOHA SAKURANO)|?野 音羽 (さくらの おとは) / 성우 : 카와스미 아야코 (KAWASUMI AYAKO)|川澄綾子 (かわすみあやこ), 각본-요시오카 타카오 @캐릭터 디자인-이와쿠라 카즈노리,-,26,-,qTewkCD8fpE,0,0,,,
2007,2007.07.04,애니메이션,"드라마,코미디",동인워크,감독-야타가이 켄이치,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_10a406f1_ppood1.jpg,'주인공 오사나 나지미의 동인활동 이야기를 그리고 있다'라는 건 겉속임이고 그냥 그걸 소재로 한 개그물.@ 히로유키의 기묘한 센스가 발휘되어 있기 일상적이고 소소한 개그를 좋아하는 사람들이 보기에 좋다.,해외,일본,8opjVr_BnSQ,Remic,-,15,-,히로유키, 오사나 나지미 (NAJIMI OSANA) / 성우 : 아사노 마스미 (ASANO MASUMI)|?野?澄,캐릭터 디자인-키미시마 이쿠치,-,12,-,pOHwVZc6QYY,0,0,,,
2007,2007.07.04,애니메이션,"스포츠,코미디,학원",건강 전라계 수영부 우미쇼,감독-소~토메 코이치로,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_0cc0882f_134033.jpg,"주간 소년 매거진에서 연재된 핫토리 미츠루의 만화와 이를 원작으로 하는 애니메이션.@ 원작은 단행본 총 9권, 애니메이션은 1쿨 13화로 완결 되었다.@ 우미쇼는 우미네코시 상업고등학교의 약자로 이곳의 수영부 이야기를 다루고 있다.@ 어느날 뗏목을 타고 나타난 니나가와 아무로가 우미쇼에 전학오고 수영부에 들어가면서 벌어지는 일들이 소재이며, 아무로와 오키우라 카나메의 모종의 관계도 궁금증을 자아해낸다.",해외,일본,mQiaLTJOD_A,아트랜드,-,15,-,핫토리 미츠루, 오키우라 카나메 (KANAME OKIURA) / 성우 : 토요나가 토시유키 (TOYONAGA TOSHIYUKI)|豊永利行, 각본-이케다 마미코 @캐릭터 디자인-니시노 리에,-,13,-,X13oK4hKY5k,0,0,,,
2007,2007.07.04,애니메이션,미스테리,좀비 론,감독-니시모리 아키라,http://data5.onnada.com/anime/201212/thumb300x400_2077629024_43156e12_pv04.jpg,"소심해서 자기 의견을 제대로 주장하지 못하고 주위의 사람들에게 이리저리 휘둘리기 일쑤인 소녀 키타 미치루.@ 언제나 볼품없는 커다란 안경을 걸치고 있는 미치루에게는 사실 비밀이 하나 있었는데, 그것은 바로 '(안경을 벗으면) 사람의 죽음을 예고하는 검은 링이 보인다'는 것이었다.@ 이 '사신의 눈' 때문에 언제나 안경을 벗지 못하던 그녀 앞에 어느날 검은 링을 걸고 있는 두 소년이 나타난다.@아카츠키 치카와 타치바나 시토.@ 이 두 사람은 반년 전에 있었던 대형 사고에서 기적적으로 살아 돌아온 것으로 유명했다.@ 두 사람은 미치루가 지닌 '사신의 눈'에 대해 알게 되자 그녀에게 자신들이 좀비라는 사실을 알리며 도움을 요청한다.@ 불의의 사고로 잃게 된 목숨, 살고 싶다는 일념으로 목숨을 융자해 주는 회사 'Z-LOAN'에서 삶을 얻은 그들은 기간 내에 빚을 청산하기 위해 매일밤 좀비들을 처치하기 위해 고군분투하고 있었다.@ 사신의 눈을 지닌 미치루의 도움을 받는다면 빚 청산이 더욱 쉬워질 것이라는 계산이었다.@위험한 싸움에 말려들고 싶지 않았던 미치루는 두 사람의 제안을 거부하지만, 제멋대로인 두 사람에게는 미치루의 의견을 존중할 의사는 추호도 없었다.@ 결국 그들과 함께 다양한 사건들에 휘말리게 되는 미치루.@ 그리고 미치루와 치카, 시토 세 사람의 관계는 생과 사를 넘나드는 싸움 속에서 조금씩 변하게 되는데.@.@.",해외,일본,e0Mh_Nf4pOw,Xebec M2,-,15,-,Peach Pit, 키타 미치루 (KITA MICHIRU)|紀多みちる / 성우 : 쿠와시마 호우코 (KUWASHIMA HOUKO)|桑島法子, 각본-토미오카 아츠히로 @캐릭터 디자인-사토 치하루,-,11,-,h9cB52mL5QQ,0,0,,,
2007,2007.06.15,애니메이션,드라마,만안 미드나이트,감독-토미나가 츠네오,http://data5.onnada.com/anime/201204/thumb300x400_A747_2009559109_c0b64da5_Wangan+Midnight+03.avi_20120402_165840.195.jpg,줄거리를 등록하여주세요.,해외,일본,lCIkGX5vX30,ACGT,-,15,-,쿠스노키 미치하루, 아사쿠라 아키오 (AKIO ASAKURA),-,-,-,-,-,0,0,,,
2007,2007.06.06,애니메이션,-,그린 나이츠,-,http://data5.onnada.com/anime/201107/thumb300x400_A1672_1982377936_f40a3190_2760_image_url.jpg,줄거리를 등록하여주세요.,해외,일본,RAdK7fUN7DM,-,-,,-,-,-,-,-,-,-,wv4m_FblR0Y,0,0,,,
2007,2007.05.21,애니메이션,코미디,르브바하프 왕국 재건설기,-,http://data5.onnada.com/anime/201108/thumb300x400_A1921_2040169248_a3b504c2_images.jpg,"가상의 국가인 르브바하프, 고센, 비센하르 3개국은 서로 균형을 이루며 평화롭게 공존하고 있었다.@ 그러나 비센하르가 이러한 균형을 깨고 르브바하프를 침략하고, 르브바하프 성은 점령당하고 만다.@ 피비린내 나는 살육전 속에서 간신히 탈출한 르브바하프의 막내 왕자 반과 시녀 코나, 사상가 시안은 고센 접경지대의 한 오두막집에서 은신하며 르브바하프 왕국의 재건을 위한 힘찬 발걸음을 내딛는다.",해외,일본,14WbIMZh7Hg,-,-,,-,-,-,-,-,26,-,-,0,0,,,
2007,2007.05.17,애니메이션,코미디,도야지봉,-,http://data5.onnada.com/anime/201202/thumb300x400_A732_2000720469_bd4bd3a5_kbs_co_kr_20120203_175341.jpg,줄거리를 등록하여주세요.,해외,일본,7tFIpWChQ5M,-,-,,-,-,-,-,-,26,-,2JII_YnvDJw,0,0,,,
2007,2007.05.12,애니메이션,SF,전뇌 코일,감독-이소 미츠오,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_75e4b422__84kgm.jpg,"어디서든 인터넷에 접속 할 수 있는 전뇌 안경이 개발된 근미래의 다이고쿠 시라는 도시가 배경으로, 이곳으로 전학온 오코노기 유코와 아마사와 유코 이름이 같은(하지만 한자는 다른) 두 아이를 중심으로 미치코라는 도시전설에 관련된 전뇌 세계의 비밀에 다가서게 되는 이야기.",해외,일본,L2QgAGGk9ow,매드하우스,-,12,-,이소 미츠오, 야사코|ヤサコ / 성우 : 오리카사 후미코 (ORIKASA FUMIKO)|折笠富美子,캐릭터 디자인-혼다 타케시,-,1,-,YOgv8dl18FU,0,0,,,
2007,2007.04.29,애니메이션,-,태극 천자문,-,http://data5.onnada.com/anime/201103/thumb300x400_1948287903_eff591a6_11.png,"《태극천자문》(太極千字文)은 대한민국의 한국방송공사, 아이코닉스 엔터테인먼트, 동서대학교, 제이엠 애니메이션과 일본의 도에이 애니메이션이 공동 제작한 애니메이션이다@아득한 옛날부터 이 세상은 (하늘과 땅) (빛과 그림자) (남자와 여자) 와 같이 삼라만상의 모든것이 서로 대립되는 두개의 극으로 이루어져 있었다.@ 그리고 모든 이2개의 극은 서로 균형을 유지하며, 세상의 조화를 유지하고 있어으니, 우리가 사는 세계 역시 선계외 인간계라는 두 개의 세계가 서로 다른 차원에서 공잔하고 있었다.@ 선계의 두 종족인 호족과 용족은 우주의 질서를 유지하는 이치를 천 개의 글자에 담은 태극천자문을 만들고 이를 반씩 나우어 보관하며 세상의 조화를 유지하며 평화록게 선계를 다스려 왔다.@@ 그러던 어느 날.@.@.@.@.@.@.@ ",해외,일본,7dk-MD-NNEQ,-,-,,-,-, 라이,-,-,39,-,uJqWExp9Bik,0,0,,,
2007,2007.04.13,애니메이션,액션,바람의 스티그마,감독-사카타 쥰이치,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_bbee12d2_181306.jpg,"버림받은 불의 정령가(家) 후손 카즈마, 바람의 정령이 되어 돌아오다!!일본을 지켜온 불의 염술사 가문 ‘칸나기 일족’의 후계자@‘카즈마’.@ 하지만 불을 제대로 다루지 못한 탓에 후계자 경합에서 패하고, 아버지에 의해 집안에서 쫓겨나고 만다.@ 그러나 그로부터 4년 후.@ @카즈마는 ‘야가미’로 성을 바꾸고, 바람의 정령왕 계약자가 되어 화려하게 돌아온다.@ 풍술사로서 최고의 힘을 가지게 된 그는 자신을 내친 칸나기@가문과 아버지를 응징하기로 결심하는데…",해외,일본,eM--GHOg3ew,Gonzo,-,15,-,야마토 타카히로, 칸나기아야노 (AYANO KANNAGI)|かんなぎあやの / 성우 : 후지무라 아유미 (FUJIMURA AYUMI)|藤村?, 각본-세키지마 마요리 @캐릭터 디자인-닛타 야스나리,-,24,-,-,0,0,,,
2007,2007.04.13,애니메이션,"코미디,액션",괴물왕녀,감독-사코이 마사유키,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_275452df_wns123.jpg,"사고를 당해 죽은 주인공 히로는 '공주'라 불리는 소녀의 피를 마시면서 부활한다.@ 이후 공주가 괴물들의 정점에 군림하는 왕족의 차기 후계자 중 하나임이 밝혀지고 왕위를 차지하기 위한 다른 형제자매의 습격으로부터 공주를 수호하는 피의 전사로 활약하게 된다.@ @쉽게 말하자면 무난한 캐릭터가 무난한 줄거리에 따라 움직이는 무난한 미소녀 배틀물.@ 딱히 참신한 무언가를 바라는게 아니라면, 그럭저럭 읽을만한 수준.@ 사실 권말 부록이 더 재밌는 것 같기도 하다.@ 또한 무난한 미소녀 배틀물 치고는 상당히 잘 짜여진 작품이기도 하다.",해외,일본,yaE7hRSLuKk,매드하우스,-,15,-,미츠나가 야스노리, 공주|? / 성우 : 카와스미 아야코 (KAWASUMI AYAKO)|川澄綾子 (かわすみあやこ), 각본-후데야스 카즈유키 @캐릭터 디자인-쿠로다 카즈야,-,24,-,Y_pIsvIT6Yk,0,0,,,
2007,2007.04.09,애니메이션,"메카닉,액션",우리들의,감독-모리타 히로유키,http://data5.onnada.com/anime/201112/thumb300x400_A795_2000720469_26cf20e7_bo_00015.jpg,줄거리를 등록하여주세요.,해외,일본,x7jl7BbMGCE,Gonzo,-,15,-,키토 모히로, 와쿠 타카시 (TAKASHI WAKU)|ワクTakashi / 성우 : 사카구치 다이스케 (SAKAGUCHI DAISUKE)|阪口大助,캐릭터 디자인-코니시 켄이치,-,24,-,EAVBKCaT8lU,0,0,,,
