year,release_date,category,genre,title,creator,title_image,introduction,country_category,country_name,video,production,distribution,grade,runtime,remake,cast,staff,series,trilogy,soundtrack,ref_video,read_count,scrape_count,,,
2007,2007.04.07,애니메이션,"드라마,SF",지구로,감독-야마사키 오사무,http://data5.onnada.com/anime/201107/thumb300x400_A810_2042247640_39bcf346_Toward_the_Terra_2007-TVA_Vol06-DVD_Front.jpg,"-무려 27년만에 다시 만들어진 지구로의 리메이크는 TV 시리즈로 제작이 결정되었다.@ '전국기담 요도전(1988~1989)', '박앵귀(2010~2011)' 등을 연출한 야마사키 오사무가 감독을 맡고 유키 노부테루가 캐릭터 디자인을, 이즈부치 유타카가 컨셉 디자인을 맡아 고전 SF 명작을 멋진 신감각의 SF 드라마로 재단장했다.@ 특히, 순정만화의 미형 주인공을 재해석하여 그려낸 유키의 캐릭터 디자인은 이 시리즈의 가치를 한단계 업그레이드시킨 부분으로, 그가 그려낸 솔져 블루나 키이스 어니언, 토니 등은 원작 이상의 아우라를 가진 캐릭터로 거듭나게 된다.@ @ @원작과 극장판에서만 하더라도 민간복장을 한 유랑인에 가까운 모습을 보여주었던 뮤들은 TV 판에 이르러서는 흡사 '스타 트렉(1966)'에 등장하는 엔터프라이즈 호의 승무원들과 같은 아우라가 느껴지기도.@ 캐릭터 디자인 뿐만 아니라 코스튬에 있어서도 확실히 80년대 극장판에 비해서 업그레이드 된 모습을 보여주었다.@ CG로 그려진 우주항모의 디자인 역시 미려하고 아름다우며, 뮤의 모선은 '샹그릴라(신비롭고 아름다운 산골짜기라는 뜻으로 제임스 힐튼의 소설 '잃어버린 지평선(1933)'에서 사용)'라는 명칭이 별도로 부여되는데, 이는 모선의 아름답고 거대한 형상과 무척 잘 어울리는 네이밍 센스라 하겠다.@ @기본적으로 원작의 이야기를 그대로 따라갔으나 의외로 많은 부분에서 각색이 이루어졌다.@ 가장 대표적인 것은 솔져 블루의 최후로, 원작이나 극장판에서는 비교적 일찍 시리즈를 퇴장했지만 TV 시리즈에서 죠미를 능가하는 인기 캐릭터로 거듭남에 따라 그 최후 역시 훨씬 나중으로 미뤄지며 보다 더 장렬하게 묘사된다.@ 물론 이러한 전개는 역으로 시리즈의 주인공인 죠미와 키이스의 아우라를 약화시키는 약점이 되기도 했지만, 전반적으로 극의 구성은 무난하며 흐름도 괜찮은 편이다.@ 특히, 극장판에서 단선적인 전개로 흘러갔던 많은 이야기들이 보다 입체적인 구조로 바뀐 부분은 환영할만 하다.@ @이밖에도 인간에 비하여 허약 체질로 태어난 뮤들이 TV 시리즈에서는 그러한 부분을 찾아보기 힘들게 그려졌다거나, 블루의 상징이기도 한 보청기가 보청기라기보다는 그저 솔져의 증표로만 그려진 점 등은, 인간과 뮤의 차별점이 초능력 외에는 없지 않나 싶은 인상을 주기도 했다.@ 또한 혹성 나스카에서 수많은 동족들을 잃은 뒤 보고 듣고 말하는 기능을 상실하게 되는 죠미는 TV 시리즈에서는 그 사건 후에도 아무런 장애 없이 이야기를 이끌어 가는데, 전반적으로 인간에 비해 많은 약점을 드러냈던 뮤들이 TV 시리즈에 와서는 오히려 인간보다 월등한 존재로 묘사되는 듯한 뉘앙스가 풍기고 있다 하겠다.@ 라스트에 죠미에게서 인류의 미래를 부탁받는 토니의 모습에서는 흡사 뮤가 인류를 이끄는 새로운 리더들로 부상하는 듯한 느낌도 준다.@ @원작의 뛰어난 주제와 스토리 텔링을 비교적 잘 살려낸 작품으로 매력적인 디자인과 함께 기대 이상의 완성도로 태어난 작품이라 하겠다.",해외,일본,mizn1xw7I3M,"Minami Machi Bugyousho, Tokyo Kids",-,12,-,타케미야 케이코,-,캐릭터 디자인-유키 노부테루,-,24,-,wskQguLjF6s,0,0,,,
2007,2007.04.07,애니메이션,액션,정령의 수호자,감독-카미야마 켄지,http://data5.onnada.com/anime/201202/thumb300x400_A807_2000720469_c512b49b_naver_com_20120202_183227.jpg,-여자 용병 바르사는 자신 때문에 죽어간 여덟 명의 넋을 위로하고자 일생동안 여덟 명의 생명을 꼭 구하겠다고 맹세하며 살아간다.@ 나라를 떠돌던 중 우연히 제2황자인 챠그무의 목숨을 구해주게 되면서 그녀의 기나긴 여정은 시작된다.,해외,일본,o4g1PFXKreg,프로덕션 I.G,-,12,-,우에하시 나호코, 바르사|バルサ / 성우 : 안도 마부키 (ANDO MABUKI)|安藤麻吹,-,-,-,-,-,0,0,,,
2007,2007.04.06,애니메이션,능력,꼬마여신 카린,감독-안노 타카시,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_c24bedff_130wb5.png,"어릴 적에 부모님을 사고로 잃은 후에도 웃음을 잃지 않고 밝고 살아온 소녀 하나조노 카린.@ 그러나 너무나 좋아하던 고양이 시쨩이 죽은 후 다시 한 번 외톨이가 되고 만다.@ 비록 혼자가 되었지만 앞으로도 밝게 꿋꿋하게 살아가자고 결심한 카린 앞에 갑자기 쿠죠 카즈네 쿠죠 히메카라는 사촌 남매가 나타난다.@ 그들과 만나 소중하게 간직해 온 어머니의 유품인 반지가 빛을 발한 순간부터 카린에게는 신기한 일들이 계속해서 일어나고, 때마침 카린의 반지를 빼앗으러 온 키리오의 등장으로 인해 카린은 자신이 신이며 여신 아테네로 변신할 수 있는 힘을 갖고 있다는 사실을 알게 된다.@ 이후 카즈네, 히메카와 함께 살게 된 카린은 더 이상 혼자가 아니었다.@ 어머니의 반지나 여신의 힘, 반지를 빼앗으려는 키리오의 목적 등 카린이 알지 못하는 것들은 여전히 많았지만, 더 이상 잃을 수 없는 소중한 것들을 지키기 위해 카린은 오늘도 여신으로 변신하는데.@.@.",해외,일본,WzxgtrKCHlU,Satelight,-,12,-,코게돈보, 하나노조 카린|花園 花鈴 / 성우 : 나카하라 마이 (NAKAHARA MAI)|中原麻衣, 각본-카키하라 유코 @캐릭터 디자인-시노하라 켄지,-,25,-,-,0,0,,,
2007,2007.04.05,애니메이션,"메카닉,액션,SF",강철신 지그,감독-카와고에 준,http://data5.onnada.com/anime/201208/thumb300x400_A2431_1270379908_67ba9ce1_5033dead05e562b9a73ce75ecdc58d52.jpg,"오래전 인류는 흉악한 주술력을 지닌 여왕 히미카가 이끄는 사마대왕국의 환신 군단과@오랜 기간에 걸쳐 장절한 싸움을 벌이고 있었다.  이에 맞서는 것은 시마 센지로 박사가@이끄는 빌드 베이스와 강철 지그였다.@최종결전에서 지그는 히미카를 봉인하는데 성공하지만, 그 때 강대한 두 개의 힘이 충돌하면서@지구상에는 수수께끼의 존(ZONE)이 발생하여, 큐슈의 거의 전 지역이 존에 삼켜지고 말았다.@@그 후로 50년의 세월이 흐른 지금, 경악에 가까웠던 기억을 불러일으키는 존재가 다시 부활했다.@큐슈와 가장 가까운 시모노세키 지역에 환신이 출현한 것이다.@ 언젠가 있을지 모르는 부활을 예견해 만들어졌던 새로운 빌드 베이스와 강철신 지그가@새로 다가온 난세를 헤쳐나가기 위해 일어서는데...",해외,일본,4mlxP-HgnoY,Actas,-,15,-,나가이 고우,-, 각본-하야카와 타다시 @캐릭터 디자인-키쿠치 아키라,-,13,-,JYvw-kfDdA0,0,0,,,
2007,2007.04.05,애니메이션,"BL,액션",강철 삼국지,감독-사가 사토시,http://data5.onnada.com/anime/201208/thumb300x400_A2430_1270379908_449b0561_dvd01.jpg,"지금으로부터 1800여 년이라는 시대를 거슬러 올라간 고대의 중국.@ 우리들이 알고 있는 실제의 중국사와는 다른 또 하나의 시공에 자리잡은 그 곳은, 영웅들이 패권을 노리고 싸우는 전란의 세계였다.@그런 난세에 저항이라도 하듯 의적으로서 고독한 싸움을 계속해 온 한 명의 젊은이가 있었다.@ 그의 이름은 육손 백언.@ 스승인 제갈량 공명과 함께 여러 나라를 여행하고 있는 그는 누구보다도 깊게 이 전란의 시대에 탄식하고 있었다.@그러던 어느 날, 육손은 공명과 함께 강동의 소패왕 손책이 이끄는 오나라 군과 대륙 최대의 세력인 위나라 군이 마주한 싸움과 조우하게 된다.@ 소수 병력인 오나라에 비해 압도적인 전력을 자랑하는 위나라.@ 누구나가 위나라의 승리를 점쳤지만 실제로 전장을 지배한 것은 오나라의 군주인 손책의 무시무시한 힘이었다.@그리고 그 무시무시한 힘의 파동을 받은 순간 봉인되어 있던 육손의 기억이 되살아나기 시작한다.@ 그것은 손책의 힘의 원인이 오래전부터 육가에 대대로 내려오던 보물 '옥새'에 있다는 것과, 육손의 아버지를 죽이고 옥새를 강탈한 장본인이 바로 손책이었다는 충격적인 사실이었는데….",해외,일본,UTB-ocq95Q8,Picture Magic,-,15,-,-,-," 각본-타카하시 나츠코 @캐릭터 디자인-하시모토 코이치, 츠카모토 치요미, 오카노 유키오",-,25,-,u0uXrHAGijc,0,0,,,
2007,2007.04.05,애니메이션,로맨스,로미오 x 줄리엣,감독-오이자키 후미토시,http://data5.onnada.com/anime/201108/thumb300x400_A741_2042247640_55c8ad9c_740267775_0f9a600c_Romeo2Band2BJuliet.jpg,일본의 애니메이션.@ 유명한 애니메이션 제작사 곤조 제작.@제목으로 알 수 있다시피 대문호 윌리엄 셰익스피어의 명작 로미오와 줄리엣에서 모티브를 얻었으며그 외 셰익스피어의 다른 작품들의 오마쥬를 담았다.@제목인 로미오X줄리엣은 동인계에서 커플링을 지칭할때 이용하는 X문구에서 따온듯하다.@ 레오나르도 디카프리오 주연으로 유명한 영화 로미오+줄리엣의 네이밍도 영향이 있었을 법하다.@2007년 4월 신작으로 2쿨 동안 방영했다.@ 총 24화.@ 한국과 그 외 여러 국가에서 애니맥스를 통해 방영 되었다.,해외,일본,uFDLUwgVVVg,Gonzo,-,15,-,"Sky Perfect Well Think, Gonzo", 줄리엣|ジュリエット / 성우 : 미즈사와 후미에 (MIZUSAWA FUMIE)|水?史?, 각본-요시다 레이코 @캐릭터 디자인-하라다 히로키,-,24,-,xxGdzSPPDKM,0,0,,,
2007,2007.04.05,애니메이션,스포츠,슈팅 바쿠간,감독-하시모토 미츠오,http://data5.onnada.com/anime/201104/thumb300x400_1948287903_bf274006_1.jpg,줄거리를 등록하여주세요.,해외,일본,hkPZ-nLF4A8,"Japan Vistec, TMS 엔터테인먼트",-,,-,Sega Toys,-, 각본-마에카와 아츠시 @캐릭터 디자인-나가모리 요시히로,-,52,-,jnBuAzKdar4,0,0,,,
2007,2007.04.05,애니메이션,"코미디,하렘,판타지",소녀왕국 표류기,감독-오카모토 히데키,http://data5.onnada.com/anime/201101/thumb300x400_2048931593_bad52a52_download.png,아버지와 싸우곤 화가 나서 가출한 소년·토호인 이쿠토는 여객선에서 떨어져 태풍에 휘말리고 큰파도에 삼켜지는 고생 끝에 어떤 섬에 표착하게 된다.@ 이 섬의 이름은「아이란도」.@ 섬밖으로 탈출할 수도 없는데다가 여자들만 있다.@ 개성넘치는 여자들과 이쿠토와의 기쁘고 부끄러고 소란스러운 섬생활의 나날을 그리고 있다.,해외,일본,m2jdxXghnZQ,Feel,-,15,-,후지시로 타케시, 스즈 (Suzu) / 성우 : 호리에 유이 (HORIE YUI)|堀江由衣 (ほりえゆい), 각본-이케다 마미코 @캐릭터 디자인-호소다 나오토,-,26,-,cMvmrHT31KQ,0,0,,,
2007,2007.04.04,애니메이션,코미디,대 에도 로켓,감독-미즈시마 세이지,http://data5.onnada.com/anime/201303/thumb300x400_2077629024_a7e7328f_1.jpg,줄거리를 등록하여주세요.,해외,일본,6F0IFKYjv3Y,매드하우스,-,12,-,나카시마 카즈키,-, 각본-아이카와 쇼 @캐릭터 디자인-요시마츠 타카히로,-,26,-,du7BjzBeNmg,0,0,,,
2007,2007.04.04,애니메이션,"메카닉,SF",키스덤,감독-사토 히데카즈,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_c41d8a35_75797.jpg,"서기 2031년, 고대 유물인 사자의 서가 발견됨과 동시에 외계 생물인 하디언이 지구를 침공하여 지구가 멸망해가고, 이에 외계인과 맞서 싸우는 N.@I.@D.@F.@ (Neo International Defense Force) 소속 요원 아이바 슈우는 하디언의 손에 목숨을 잃고 만다.@ NIDF의 과학 주임이자 사자의 서 발굴 책임자이며 아이바 슈우의 연인인 루키나 유노는 아이바 슈우를 살리기 위하여 사자의 서를 사용하며, 아이바 슈우는 전승자, 네크로다이버로 각성하게 되어 하디언들을 물리치지만 루키나 유노는 하디언들에 파묻혀 어둠 속으로 사라지는데…",해외,일본,-,Satelight,-,15,-,"Satelight, 나가오카 야스치카", 아이바 슈우|哀羽 シュウ (あいば しゅう) / 성우 : 오노 다이스케 (ONO DAISUKE)|小野大輔 (おのだいすけ), 각본-나가오카 야스치카 @캐릭터 디자인-스시오,-,26,-,-,0,0,,,
2007,2007.04.04,애니메이션,요괴,클레이모어,감독-타나카 히로유키,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_4fd864c7_00x500.jpg,"판타지 세계를 기반으로 인간을 습격해 그 내장을 먹는 요마와 요마의 피와 살을 이식받아 반인반요의 몸이 되어 요마를 사냥하는 전사인 클레이모어, 그리고 그런 클레이모어가 각성하여 오히려 요마보다 강력한 힘을 가지게 된 각성자들의 이야기.@ 상당히 고어한 연출과 간지폭풍의 대검 액션이 재미를 주는 작품.@ 애니화되면서 액션성은 더욱 증폭.@ 초반 전개는 조금 지루하나 넘버 개념과 각성자, 심연의 자의 등장과 주인공의 성장 과정이 엄청난 몰입도를 불러일으킨다.",해외,일본,6w1GU2SIY9M,매드하우스,-,15,-,야기 노리히로, 클레어 (CLARE)|クレア / 성우 : 쿠와시마 호우코 (KUWASHIMA HOUKO)|桑島法子, 각본-코바야시 야스코 @캐릭터 디자인-우메하라 타카히로,-,26,-,JPrc1JOlm6k,0,0,,,
2007,2007.04.04,애니메이션,"드라마,로맨스",이 푸른 하늘에 약속을,감독-야부키 츠토무,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_d0ee5022_15ef_1.PNG,"혼슈(本州.@ 일본의 섬들 가운데 가장 큰 섬에서 조금 더 남쪽에 있는 섬.@ 마을이 한눈에 내려다 보이는 언덕 위에는 주인공 호시노 와타루가 다니는 학교가 있었다.@ 그러나 섬의 산업 대부분을 떠받치고 있던 공장이 내년에 문을 닫으면서, 섬의 주민은 물론 학생수도 갈수록 줄고 있는 것이 실정이었다.@섬에 있는 또 하나의 언덕 위에는 이전 학교 건물을 개축한 기숙사가 있었다.@ 기숙사의 학생도 감소하여 남은 사람이라고는 와타루를 비롯한 몇 명의 여학생들 뿐이었고, 결국 그 기숙사는 섬 사람들에게서 와타루의 하렘""이라고 불리기까지 했다.@그러던 어느날 잠에서 깨어난 와타루는 속옷 차림의 모르는 여학생이 자신의 방에서 잠들어 있는 것을 발견하는데.@.@.""",해외,일본,1csuc5gk9KY,아트랜드,-,15,-,Alchemist, 호시노 와타루 (HOSHINO WATARU)|星野航 / 성우 : 나카무라 유이치 (NAKAMURA YUICHI)|中村悠一 (なかむらゆういち), 각본-니시조노 사토루 @캐릭터 디자인-하나이 히로카즈,-,13,-,-,0,0,,,
2007,2007.04.04,애니메이션,전쟁,웰베르 이야기,감독-하마나 타카유키,http://data5.onnada.com/anime/201211/thumb300x400_2077629024_533fd898_1.jpg,-,해외,일본,fI64SiwLkxc,트랜스 아트,-,15,-,-, 리타 시오르 (RITA SIOR)|リタ?シオ?ル / 성우 : 타카하시 미카코 (TAKAHASHI MIKAKO)|高橋美佳子 @티나 로타 (TINA LOTHAR)|ティナ?ロ?タ? / 성우 : 타케우치 쥰코 (TAKEUCHI JUNKO)," 각본-마에카와 아츠시 @캐릭터 디자인-이이즈카 하루코, 타카하시 나리유키",-,13,-,fI64SiwLkxc,0,0,,,
2007,2007.04.04,애니메이션,드라마,신곡주계 폴리포니카,감독-시모다 마사미,http://data5.onnada.com/anime/201202/thumb300x400_A782_2000720469_6a13a650_naver_com_20120213_181250.jpg,정령과 신곡악사 소녀의 우정과 성장기를 그린 애니메이션,해외,일본,SnmGY6383cw,Ginga Ya,-,12,-,사카키 이치로, 코티카르테 (CORTICARTE)|コ?ティカルテ / 성우 : 토마츠 하루카 (TOMATSU HARUKA)|?松? (とまつはるか), 각본-사카키 이치로 @캐릭터 디자인-호리우치 히로유키,-,12,-,CKoBYSNlsJs,0,0,,,
2007,2007.04.03,애니메이션,스포츠,오버 드라이브,감독-카토 타카오,http://data5.onnada.com/anime/201112/thumb300x400_A794_2000720469_617061af_aniplustv_com_20111219_162659.jpg,줄거리를 등록하여주세요.,해외,일본,uK9AWCKpV0U,Xebec,-,12,-,야스다 츠요시,-, 각본-코이데 카츠히코 @캐릭터 디자인-오카 유이치,-,26,-,D0RGQh8rH58,0,0,,,
2007,2007.04.03,애니메이션,"학원,메카닉,액션",아이돌마스터 XENOGLOSSIA,감독-나가이 타츠유키,http://data5.onnada.com/anime/201303/thumb300x400_2077629024_f934ba5b_1.jpg,"PS2 게임 아이돌 마스터와 메카를 합친 애니로 원작과는 캐릭터 이름말고는 전혀 상관 없는 애니이다.@이 작품에서는 호시이 미키, 가나하 히비키, 시죠 타카네는 등장 하지 않는다.",해외,일본,WDI2Z5c4L4E,-,-,15,-,야타테 하지메, 후타미 아미 / 후타미 마미 (FUTAMI AM I /FUTAMI MAMI), 각본-하나다 쥬키 @캐릭터 디자인-타케우치 히로시,-,25m X 26,-,#NAME?,0,0,,,
2007,2007.04.02,애니메이션,"액션,학원,메카닉",아이돌 마스터 XENOGLOSSIA,감독-나가이 타츠유키,http://data5.onnada.com/anime/201411/thumb300x400_2949150933_09910c30_BDC3BE25C6.jpg,-,해외,일본,WDI2Z5c4L4E,선라이즈,-,19,-,-, 아마미 하루카 (HARUKA AMAMI)|天海春香 / 성우 : 이구치 유카 (IGUCHI YUKA)|井口裕香 (いぐち ゆか), 각본-하나다 쥬키 @캐릭터 디자인-타케우치 히로시,-,26,-,KUwVY1gUVGA,0,0,,,
2007,2007.04.02,애니메이션,"마법,능력,액션",마법소녀 리리컬 나노하 StrikerS,감독-쿠사카와 케이조,http://data5.onnada.com/anime/201101/thumb300x400_2048931593_ad8ca416_minitokyo342726_ljy951020.jpg,"어둠의 서 사건이 마무리 지어진뒤 10년 후, 중령의 자리에 까지 오른 야가미 하야테는 로스트 로기아, 렐릭과 렐릭이 발견될때마다 나타나는 기계병기, 가제트 드론을 수사하기위해 10년지기 타카마치 나노하 공군 대위와 페이트 T.@(테스타롯사) 하라오운 집무관의 도움을 받아 새로운 부대를 만들었다.@가제트 드론의 뒤에 있는자는 전차원 수배자 제일 스칼리엣티.@ 이것은, 훗날 JS 사건으로 불리는 사건과 그때 활약한 기동 6과의 이야기이다.",해외,일본,dyOlqSgR62s,Seven Arcs,-,15,-,츠즈키 마사키, 타카마치 나노하 (TAKAMACHI NANOHA)|高町なのは / 성우 : 타무라 유카리 (TAMURA YUKARI)|田村ゆかり (たむらゆかり),-,-,-,-,-,0,0,,,
2007,2007.04.02,애니메이션,"메카닉,SF",히로익 에이지,감독-스즈키 토시마사,http://data5.onnada.com/anime/201101/thumb300x400_2048931593_a37d0de4_25C825F77E1.JPG,"머나먼 시간의 저편 우주엔 황금의 종족이라 스스로를 칭한 자들이 있었다.@ 별들을 만들고 미래를 알 수 있는 힘을 가졌던 그들은 아직 미숙했던 다른 종족들을 불렀다.@ 자신들이 태어난 별에서 이 우주로 그 부름에 세 종족이 답했다.@ 황금의 종족이 그들에게 이름 붙이길.@.@ 은의 종족, 청동의 종족, 영웅의 종족.@ 시간이 흘러 황금의 종족이 이 우주에서 다른 우주로 떠나갈 것을 정했을 때 새롭게 부름에 응한 자들이 있었다 스스로의 힘으로 우주에 나온 네 번째 종족, 인류.@ 황금의 종족은 그들을 철의 종족이라 명명했다.@.@.",해외,일본,KIYp4yvpDyE,Xebec,-,12,-,Xebec, 에이지 (Age)|エイジ / 성우 : 야자키 히로시 (YAZAKI HIROSHI)|矢崎?, 각본-우부카타 토우 @캐릭터 디자인-히라이 히사시,-,26,-,FOEBRa2NfSU,0,0,,,
2007,2007.04.02,애니메이션,"코미디,학원",세토의 신부,감독-키시 세이지,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_fa2e5c7c_683087.jpg,"여름 방학이 한창인 어느날, 부모님과 함께 세토 내해에 있는 할머니 댁에 놀려간 미치시오 나가스미는@해수욕장에서 파도에 휩쓸려 다리에 쥐가 나면서 익사의 위기에 빠진다.@그러나 위험한 순간 믿기지 않게도 인어 소녀에게 구조된다.@그날 밤 한 소녀가 자신을 “세토 산(썬)”이라 이름을 밝히며 구혼을 던져며 찾아오자, 당혹스러워 하던@나가스미와 부모님은 이내 산(썬)과 함께 온 사내들에게 어디론가 끌려가게 된다.@끌려가 도착한 곳은 세토파의 저택, 거기서 나가스미는 자신을 구해준 산(썬)이 실은 야쿠자의 딸임을,@인어족의 일원이 인간에게 인어로서의 모습을 보이게 되면, 그 어느 한쪽이 반드시 죽어야만 하는@규율을 알게 된다. 그런 이유로 돌연 산(썬)의 아버지이자 우두머리인 고자부로와 산(썬)의 친구이자@경호를 맡는 마키, 조직원들에게 목숨이 노려질 때마다 무사히 살해 위기를 넘기고,@결국 간부 중 한 명인 마사와 고자부로의 아내이자 산(썬)의 어머니인 렌으로부터 이해와 허락을 얻는다.@집이 있는 사이타마로 돌아갈 수 있게 된 나가스미는 산(썬)을 데리고 부부로서 동거를 시작하게 되는데...",해외,일본,JUVNv-pwAiE,"Gonzo, AIC",-,15,-,키무라 타히코, 미치시오 나가스미 (MICHISHIO NAGASUMI)|?潮永澄 / 성우 : 미즈시마 타카히로 (MIZUSHIMA TAKAHIRO)|水島大宙, 각본-우에즈 마코토 @캐릭터 디자인-모리타 카즈아키,-,26,-,P2h3yq5ASsY,0,0,,,
2007,2007.04.01,애니메이션,"드라마,코미디",부탁해요 마이 멜로디 상쾌하게,감독-모리와키 마코토,http://data5.onnada.com/anime/201405/thumb300x400_1988331732_10da3ecc_1-3.jpg,줄거리를 등록하여주세요.,해외,일본,-,스튜디오 코메트,-,전체,-,산리오,-," 각본-마치다 토코, 히라노 야스시, 야마다 타카시, 에나츠 유키 @캐릭터 디자인-미야가와 토모코, 나카타 미호",-,52,-,-,0,0,,,
2007,2007.03.28,애니메이션,"드라마,학원",히토히라,감독-니시모리 아키라,http://data5.onnada.com/anime/201310/thumb300x400_2077629048_ba142e5b_9927_l.jpg,쿠마카타 예술학교 신입생인 "아사이 무기""는 긴장하면 목소리가 나오지 않을 정도의 극도의 오름증。 그런 그녀가 어떻게 된 이유 연극 연구회에 스카웃 되었다!?  쿨하고 자신감 넘치는 ""이치노세 노노"" 행동력이 왕성한 ""니시다 리사키""등 개성적인 선배들의 격려로 세상에서 가장 적합하지 않는 ""무대""에 선다 라는 인생 최대의 시련과 공포의 날들이 시작되었다!!",해외,일본,z3MxcsvyFaQ,Xebec M2,-,12,-,키리하라 이즈미, 아사이 무기|麻井 ? / 성우 : 키모토 오리에 (KIMOTO ORIE)|樹元オリエ,-,-,-,-,-,0,0,,,
2007,2007.03.14,애니메이션,드라마,장금이의 꿈,-,http://data5.onnada.com/anime/201104/thumb300x400_1948287903_97aad84c_1.jpg,"모두가 행복해지는 요리를 만드는 것이 꿈인 장금이.@ 그 꿈을 기특하게 여긴 한상궁의 도움으로 장금이는 수라간 생각시 선발시험을 치르게 된다.@ 우여곡절 끝에 시작된 궁 생활은 신기한 것 투성이이고, 곧 꿈이 이루어질 듯 마냥 신날 뿐인데.@.@ 금세 친구가 된 연생이와 창이, 요리신동 금영이, 자애로운 한상궁과 같이 지내게 된 것도 행운인 듯 싶다.@ 한편, 민정호와 사냥을 즐기던 중종은 자객의 위협을 받아 말에서 떨어지고, 민정호는 자객을 뒤쫓다가 그만 중종을 혼자 두고 만다.@ 마침 그 곳을 지나던 장금이와 동이가 중종을 구해 의원으로 모시지만, 중종을 위협하던 자객의 얼굴을 본 탓에 장금이 역시 위험에 처하는데.@.@ 만만치 않은 승급 시험에, 금영이와의 피할 수 없는 대결, 게다가 중종 시해음모에까지 휘말리게 되다니.@.@.@ 절대 평탄하지만은 않을 수라간 생활을 장금이는 어떻게 헤쳐 나갈지.@.@.@ ",해외,일본,D6eJuQMn6vw,-,-,,-,-, 서장금 (seo janggeum),-,-,26,-,qOB7WNC7P4k,0,0,,,
2007,2007.02.26,애니메이션,액션,일기당천 Dragon Destiny,"감독-카나자와 카츠마사, 오오하타 코이치",http://data5.onnada.com/anime/201310/thumb300x400_2077629048_e7f08058_en_464.jpg,"관동을 지배하던 낙양고교의 동탁이 죽은 후 패권을 장악하기 위해 관동지방은 군웅이 할거하는 혼란의 시대로 접어든다.@그런 혼란 속에서@조조를 리더로 한 허창고교, 손책이 이끄는 남양고교, 그리고 유비가 이끄는 성도고교로 세력이 크게 갈리게 된다.@손책은 조조에게 당한 뒤@우길의 희생으로 완전히 용의 힘을 제어할수 있게 되고 유비는 주위의 사람을 지키겠다는 마음으로 용의 힘을 제어하게 된다.@ 하지만 조조는 마왕인@조조의 영혼에 혼이 먹혀 결국에는 손책과 유비, 용옥의 힘으로 소멸 되는데.@.@.",해외,일본,0rHF0MSAlW8,Arms,-,19,-,시오자키 유지, 손책 백부 (SONSAKU HAKUFU)|孫策伯父 / 성우 : 아사노 마스미 (ASANO MASUMI)|?野?澄, 각본-요시오카 타카오 @캐릭터 디자인-린신,-,12,-,GTGdZyMGYVU,0,0,,,
2007,2007.02.16,애니메이션,"배틀,학원",유희왕 듀얼몬스터즈GX,감독-츠지 하츠키,http://data5.onnada.com/anime/201108/thumb300x400_A406_1260160587_e9a3afec_BESTANIME2Btim001.jpg,"유우키 쥬다이는 듀얼 아카데미아의 입학 시험을 치르기 위해 학교로 향하던 중, 전설의 듀얼리스트 무토 유우기를 만나 한 장의 카드를 받게 된다.@ 그러다 보니 결국 시험장에 늦게 도착하고 만 쥬다이.@ 시험을 치르게 해 달라고 부탁해 보았지만, 크로노스 교수는 필기 시험 성적도 별로 좋지 못한 쥬다이가 시험을 치는 것은 의미없는 일이라고 잘라 말한다.@ 결국 상황은 쥬다이와 크로노스 교수의 결투로까지 확대되고, 이윽고 시작된 싸움에서 쥬다이는 크로노스의 레어카드 '앤틱 기어 골렘'에 의한 공격으로 큰 데미지를 입고만다.@ 곤경에 처한 쥬다이게게 어떤 목소리가 들려오고, 그것이 무토 유우기로부터 받은 카드임을 깨닫는데.@.@.",해외,일본,a9vEH2c_Lhk,스튜디오 갸롭,-,전체,-,"타카하시 카즈키, Studio Dice", 유우키 쥬다이 (JYUDAI YUUKI)|遊城十代 / 성우 : 켄 (KENN)|KENN (けん),-,-,-,-,-,0,0,,,
2007,2007.02.15 19:25 (목),애니메이션,"액션,닌자",나루토 질풍전,감독-다테 하야토,http://data5.onnada.com/anime/201602/thumb300x400_991326802_54cf5669_1-1.jpg,"지라이야와 함께 수행을 떠난지 2년 반정도가 흐른 후, 나루토가 다시 마을로 돌아왔다.@ 나뭇잎마을에서 같이 수행하던 동기들도 부쩍 성장하였고, 모래마을의 가아라는 ‘카제카게’가 되기도 했다.@ 어둠의 조직 아카츠키는 비밀리에 ‘구미’ 를 모으는 작업의 일환으로 가아라 몸속의 ‘일미’를 노리고, 가아라를 구하기 위해 나루토는 사쿠라, 카카시, 그리고 마을 동료들과 함께 가아라를 데려간 아카츠키 일원 사소리, 데이다라의 뒤를 쫓는다.",해외,일본,DetDGyFglCI,"스튜디오 피에로, TV 도쿄",-,12,-,키시모토 마사시, 우즈마키 나루토 (UZUMAKI NARUTO)|うずまきナルト / 성우 : 타케우치 쥰코 (TAKEUCHI JUNKO)|竹?順子," 각본-니시조노 사토루, 타케가미 쥰키, 요시다 신 @캐릭터 디자인-니시오 테츠야, 스즈키 히로후미",-,500(720),-,3ZsZR0zUrzE,0,0,,,
