,year,release_date,category,genre,title,creator,title_image,introduction,country_category,country_name,video,production,distribution,grade,runtime,remake,cast,staff,awards,series,soundtrack,amount,ref_video
41,1990,1990 .10.27 개봉,영화,드라마,땡삐,이운철,https://movie-phinf.pstatic.net/20111221_199/1324452337497WOWmf_JPEG/movie_image.jpg,"일제 중엽, 일본 순사에게 쫓기는 한량 장세봉(이대근 분)은 송도 명기 소동녀(유혜진 분)를 찾아 강원도 움막골에 이른다. 냇가에서 만난 기생 출신의 월화(서창숙 분)와 잠시 정을 통한 세봉은 어느날 고을 토호이자 일본 순사의 앞잡이인 최주사(김기주 분)가 독립투사인 부친인 김좌수를 무고하게 모함하여 옥에 가둔 후 김좌수의 며느리 설희(이민숙 분)를 겁탈하는 장면을 목격한다. 김좌수의 하인으로 들어간 세봉은 동료 하인들인 칠성(조용수 분), 재식(엄도일 분) 등을 동원하여 최주사의 음행 현장을 덮쳐 흠씬 두들겨 패준다. 그러나 세봉은 최주사의 간교한 함정에 걸려든다. 이를 안 소동녀는 최주사를 유혹하여 산신당으로 유인한다. 결국 최주사는 벌거벗은 채 마을 사람들에게 몰매를 맞게 되고, 소동녀는 세봉을 구해서 또 어디론가 정처없이 길을 떠난다.",국내,한국,https://www.youtube.com/watch?v=YSqF1pgPKwA,-,-,청소년 관람불가,99분,-,엄도일 이민숙 서창숙 김기주 유혜진 이대근 ,  이진모 (각본) 이무 (원작자) 김준후 (제작총지휘) 정경희 (제작) 신경숙 (기획) 정필시 (촬영) 조영철 (조명) 진성원 (조연출) 김광현 (연출부) 장영순 (연출부) 손인호 (녹음) 이종식 (음악) 이경려 (분장) 이해윤 (의상) 현동춘 (편집) 이원우 (소품) 이재희 (효과),-,-,-,-,https://www.youtube.com/watch?v=SADY3NfPQVA
42,1990,1990 .07.11 개봉,영화,코미디,땡칠이와 쌍라이트,방순덕,https://movie-phinf.pstatic.net/20111222_143/1324565346658iTlMy_JPEG/movie_image.jpg,"우주에 자리한 사악한 혹성의 외계인들은 최대의 무기로 사용될 수 있는 광화확 물질 메탈을 차지하기 위해 평화로운 작은 별을 무차별 공격한다. 유일한 생존자 쌍라이트 형제는 메탈을 갖고 지구로 피한다. 이들을 뒤쫓아온 혹송외계인들은 아름답고 평화로운 지구를 공포의 도가니로 몰아 넣는다. 한편 지구의 바다에 떨어져 겨우 목숨을 부지한 쌍라이트 형제는 세계최고의 권위자인 한국의 광화학 박사 오박사와 최박사를 만난다. 이들은 힘을 합쳐 매탈의 원리를 알아낸다. 박사들은 메탈의 에너지를 쌍라이트 형제에게 투입하고 이들은 무적의 힘을 얻는다. 쌍라이트 형제는 소년 소녀대의 특공군단과 힘을 합쳐 외계인들과 싸워 이김으로써 지구를 구하고 부모, 형제의 원수를 갚는다.",국내,한국,https://www.youtube.com/watch?v=URJ0gr2PySw,-,-,전체 관람가,85분,-,서정수 최영래 황재석 윤일웅 김민수 최태환 최중화 오세영 조병옥 김선미 서영란 최정화 김미숙 강명우 김승우 이궁희 김소정 이규만 송정림 민보애 소비아 강신범 김동호 박종설 곽정희 박용식 조현지 김유행 조춘 ,  강원식 (각본) 김원복 (제작부장) 김유행 (제작) 조춘 (제작) 강원식 (기획) 양범식 (촬영부) 유재환 2 (촬영부) 김민 (촬영부) 임진환 (촬영) 정덕규 (조명) 김익수 (조명부) 이재봉 (조명부) 정용택 (조명부) 김혜원 (스크립터) 윤덕호 (조감독) 류숙현 (조감독) 청맥 녹음실 (녹음) 유창국 (녹음) 강인구 (음악) 허석도 (특수분장) 정도안 (특수효과) 현대원 (편집) 이경주 (특수합성작업) 권성영 (무술감독) 시네필 (특수합성작업) 유광옥 (효과),-,-,-,-,https://www.youtube.com/watch?v=NB6Sjm7HXSs
43,1990,1990 .06.23 개봉,영화,드라마,라스트 지고로,필립 노이스,https://ssl.pstatic.net/static/movie/2012/06/dft_img77x110_1.png,"막 30고개를 넘은 마리아(Maria: 웬디 휴즈 분)는 정계 진출을 꿈꾸는 유능한 남편, 세 명의 아이들과 행복한 가정을 이루고 있다. 그런데 갑자기 아버지가 돌아가시고, 남편의 외도로 그녀는 점차 방황하게 된다. 그녀는 친구 주디(Judy: 피타 토파노 분)와 함께 평소 아버지가 좋아했던 태국 남쪽의 푸켓섬으로 기분전환 겸 여행을 떠난다. 그곳에서 마리아는 조용한 해변 방갈로에서 무용연습을 하는 라카(Raka: 존 론 분)를 만난다. 그는 유럽에서 발리춤의 명수로 명성을 얻었지만 파리에서 살았던 1년 동안 무용의 혼을 잃어 고향인 발리섬에 돌아가지를 않고 있었다. 주디가 돌아간 뒤 마리아는 라카의 방갈로 옆에 집을 얻어 살면서 그와 사랑을 나눈다. 어느날 남편이 찾아와 마리아에게 용서를 빌며 돌아가기를 청하지만 마리아는 거절한다. 그날 저녁 라카와 마리아는 디스코텍에서 라카의 옛애인 미티(Mitty: 질리안 존스 분)를 만난다. 서로 고민하던 두 사람은 다음날 공항에서 만난다. 마리아는 아이들이 있는 가정으로 라카는 무용의 혼이 있는 발리섬으로 떠난다.",해외,오스트레일리아,https://www.youtube.com/watch?v=J8gr6KaUppQ,-,-,NR,92분,-,페타 매튜 테일러 린다 스토너 레베카 스마트 로드 멀리너 딥스 마더 클로디아 카번 질리언 존스 스티브 제이콥스 레이 하딩 마저리 차일드 루스 카로 사브리나 부도 잔 보험 존 론 웬디 휴즈 ,  잔 샤프 Jan Sharp (각본) 제인 스콧 Jane Scott (제작) 피터 제임스 Peter James (촬영) 윌리엄 모징 William Motzing (음악) 주디스 러셀 Judith Russell (미술) 클라리사 패터슨 Clarissa Patterson (의상) 프란스 밴던버그 Frans Vandenburg (편집),-,-,-,        -,https://www.youtube.com/watch?v=6dysiEQgaPM
45,1990,1990 .03.31 개봉,영화,"액션, 드라마",로드 하우스,로우디 헤링톤,https://movie-phinf.pstatic.net/20111222_185/1324492812959GaHmv_JPEG/movie_image.jpg,"달톤(패트릭 스웨이지 분)은 매일밤 클럽을 난장판으로 만드는 귀찮은 손님들을 처리하는 경비원으로 소문이 높다. 매력적이고 핸섬하며 완벽한 신체 조건을 지닌 달톤은 이곳을 정리하고 다시 시작하려는 꿈에 부푼다. 그러나 그의 일은 위험하기 짝이 없고, 비열과 탐욕에 싸인 마을의 우두머리 브래드와 정면 대결해야 한다. 달톤은 뜻밖의 조력자들을 만나는데, 일을 그만 둘 나이가 된 선배 경비원 웨이트와 여의사 엘리자베스이다. 엘리자베스는 달톤의 상처를 치료해 주고, 둘 사이에는 사랑이 싹튼다. 브래드의 행패로 마을은 아수라장이 되고, 젊은 영웅 달톤과 옛 서부의 사나이 웨이트는 그에 맞서 싸움을 시작한다. 수많은 희생과 대가를 치루고 마을은 마침내 평화를 찾는다.",해외,미국,https://www.youtube.com/watch?v=_RHns7FamMg,-,-,청소년 관람불가,111분,-,샘 엘리어트 벤 가자라 패트릭 스웨이지 ,  데이비드 리 헨리 David Lee Henry (각본) 힐러리 헨킨 Hilary Henkin (각본) 데이비드 리 헨리 David Lee Henry (원작자) 조엘 실버 Joel Silver (제작) 스티브 페리 Steve Perry (기획) 팀 무어 Tim Moore (기획) 딘 컨디 Dean Cundey (촬영) 윌리엄 J. 더렐 주니어 William J. Durrell Jr. (미술) 마릴린 밴스 Marilyn Vance (의상) 프랭크 J. 우리오스트 Frank J. Urioste (편집) 존 F. 링크 John F. Link (편집) 재키 버취 Jackie Burch (배역),배우/제작진 수상 이력@수상정보 테이블표@1990@제 10회 골든 라즈베리 시상식@후보@최악의 각본상@후보@최악의 감독상 (로우디 헤링톤)@후보@최악의 남우조연상 (벤 가자라)@후보@최악의 작품상,-,-,     ,https://www.youtube.com/watch?v=mVmTvx6dj2Q
46,1990,1990 .10.20 개봉,영화,"코미디, 멜로/로맨스",로말드와 줄리엣,콜린 세로,https://movie-phinf.pstatic.net/20190308_66/1552023222978S6YfW_JPEG/movie_image.jpg,"요구르트 회사 사장 로말드(Romuald Blindet: 다니엘 오떼유 분)는 아름답고 교양있는 아내와 자식들과 함께 호화롭게 살아간다. 반면 줄리엣(Juliette Bonaventure: 페르민 리샤르 분)은 로말드의 회사에서 밤 11시부터 새벽까지 일하는 야간 청소부로 조그만 아파트에서 각기 아버지가 다른 5명의 아이들과 함께 어렵게 산다. 그런데 회사 중역진이 로말드를 밀어내기 위해 요구르트에 부패 물질을 넣고는 비난의 여론이 높자 사장 퇴진을 강요한다. 실의에 빠진 로말드는 사무실에서 밤을 새우다 줄리엣과 마주친다. 줄리엣은 회사안을 다니며 정보를 모아오고 그에게 중역들의 배신, 부인의 외도 등 진실을 알려준다. 모든 사람들에게 속아 온것을 깨달은 로말드는 사태가 진정될 때까지 줄리엣의 아파트에 기거한다. 그러나 줄리엣의 기지로 식중독 사건의 전모가 밝혀지고 사장 자리에 복귀하자 로말드는 곧 줄리엣을 잊고 자기 생활에 안주한다. 그러던 어느날 그는 부인이 회사직원과 불륜의 관계임을 알고 심한 충격을 받는다. 그제서야 자신의 어리석음을 깨달은 로말드는 진실로 자신을 사랑하는 줄리엣을 찾아가 결혼 신청을 한다.",해외,프랑스,https://www.youtube.com/watch?v=Ss7wQJPFFoQ,-,-,PG-13,108분,-,뮤리엘 콤보 캐서린 사비어 질스 프리버 맥심 레루 피에르 베르니에 휘르민 리샤르 다니엘 오떼유 ,  콜린 세로 Coline Serreau (각본) 필립 카카손 Philippe Carcassonne (제작) 장-마르크 스텔 Jean-Marc Stehle (미술) 캐서린 르노 Catherine Renault (편집),배우/제작진 수상 이력@수상정보 테이블표@2019@제 33회 프리부르 국제영화제@후보@암호 해독 (콜린 세로),-,-,      -,https://www.youtube.com/watch?v=wcsBodVPww0
47,1990,1990 .07.28 개봉,영화,"액션, 범죄, SF, 스릴러",로보캅 2,어빈 케쉬너,https://movie-phinf.pstatic.net/20111222_84/1324486534266XyTyv_JPEG/movie_image.jpg,"기계문명과 자본주의가 극도로 치달은 미래의 디트로이트시. 자동차 산업이 쇠퇴해 재정적자에 허덕이는 시 당국에서는 재벌기업 '오씨피(OCP)'에다 치안을 맡긴다. 시에서 경찰국 운영비를 체불하자 회사측에서는 곧바로 경찰의 임금과 연금을 삭감한다. 경찰은 노조를 결성해 파업을 하고 치안부재의 거리에서 위협을 느끼는 시민들은 경찰서에 몰려와 항의를 한다.@  경찰력을 보강하기 위해 제작된 로봇 경찰 로보캅(Robocop: 피터 웰러 분)이 겨우 경찰업무를 메꿔가고 있다. 그의 이름은 머피. 알렉스 머피라는 사망한 경찰의 뇌와 중추신경을 꺼내 로봇과 접목시켜 인간처럼 생각하는 로봇경찰을 만든 것이다. 그는 선량한 경찰관이었던 머피의 인성을 그대로 물려받았다. 재벌 기업 OCP에서는 이 기회를 이용해 아예 디트로이트시를 인수해 버릴 계획을 세운다. 미치광이 로보캅을 만들어 거리에서 혼란을 일으키게 한 뒤 시를 장악하겠다는 것. OCP측의 심리학자 팍스(Juliette Faxx: 벨린다 바우어 분)는 뇌를 빌려올 대상을 범죄자 중에서 찾던 중 범죄자 캐인(Cain: 톰 누난 분)의 신병을 구하게 된다. 마약 단속을 나간 로보캅 머피와의 결투 끝에 중태에 빠진 캐인은 이렇게 해서 '로보캅 2'로 다시 태어나는데.@  [스포일러] 한편 캐인의 부하인 앤지(Angie: 갈린 고르그 분)와 호브(Hob: 가브리엘 대몬 분)는 쿠작 시장(Mayor Kuzak: 윌라드 E. 퍼프 분)을 유인, 5천만 달러를 낼테니 마약 단속을 중지 하라고 요구한다. 이들이 흥정을 벌이고 있을때 OCP에서 시장을 미행하기 위해 내보낸 로보캅 2가 나타나 충격을 가하는 바람에 마약 공장은 아수라장이 되고 시장은 하수구를 통해 겨우 살아나온다. 지불날짜를 지키지 못해 결국 시는 재벌기업 OCP에 넘어가고 시를 인수한 OCP 사장은 기자들에게 미래의 새로운 도시계획을 설명 하면서 경찰력을 보강하기 위해 제작했다는 로보캅 2를 선보인다. 사장은 마약 누크병을 들어 보이며 로보캅 2가 마약을 근절할 것이라고 선언한다. 이때 먀약 중독자 캐인의 뇌로 만들어진 로보캅 2는 그 마약을 보자마자 발작을 일으켜 수십명이 사망하는 불상사가 일어난다. 결국 이 소란은 로보캅 머피가 로보캅 2를 제압함으로써 끝이 난다.",해외,미국,https://www.youtube.com/watch?v=2_W1tEXhuww,-,-,15세 관람가,110분,-,가브리엘 데이몬 톰 누난 벨린다 바우어 댄 오헐리히 낸시 알렌 피터 웰러 ,  에드워드 누메이어 Edward Neumeier (각본) 마이클 마이너 Michael Miner (각본) 프랭크 밀러 Frank Miller (각본) 프랭크 밀러 Frank Miller (각본) 워론 그린 Walon Green (각본) 존 데이비슨 Jon Davison (제작) 제인 바텔름 Jane Bartelme (협력프로듀서) 필 티페트 Phil Tippett (협력프로듀서) 패트릭 크로울리 Patrick Crowley (기획) 마크 얼윈 Mark Irwin (촬영) J. 톰 아쿨레타 J. Tom Archuleta (조감독) 톰 데이비스 Tom Davies (조감독) 토머스 A. 어빈 Thomas A. Irvine (조감독) 매기 머피 Maggie Murphy (조감독) 콘라드 E. 팰미사노 Conrad E. Palmisano (조감독) 제인 폴 Jane Paul (조감독) 레너드 로젠먼 Leonard Rosenman (음악) 파멜라 마코트 Pamela Marcotte (아트디렉터) 피터 제이미슨 Peter Jamison (미술) 로널드 R. 레이스 Ronald R. Reiss (세트) 로잔나 노턴 Rosanna Norton (의상) 아르멘 미나시안 Armen Minasian (편집) 리 스미스 Lee Smith (편집) 데보라 제이트만 Deborah Zeitman (편집) 앤 몬테산토 Ann Montesanto (분장부문) 프랭크 C. Frank C. Montesanto (분장부문) 프랭크 C. Frank C. Montesanto (분장부문) 쉐리 몬테산토-메드칼프 Cheri Montesanto-Medcalf (분장부문) 리사 로코 Lisa Rocco (분장부문) 샐리 데니슨 Sally Dennison (배역) 저스틴 제이코비 Justine Jacoby (배역) 줄리 셀저 Julie Selzer (배역) 티나 브로우너 Tina Brawner (프로덕션매니저) 패트릭 크로울리 Patrick Crowley (프로덕션매니저),-,-,-,        -,https://www.youtube.com/watch?v=hCT9eMM0cXc
48,1990,1990 .07.28 개봉,영화,"SF, 가족, 모험, 애니메이션",로보트 태권V 90,김청기,https://movie-phinf.pstatic.net/20111222_228/1324504049420whaT3_JPEG/movie_image.jpg,"세계적인 공학박사지만 왜소한 몸집때문에 조롱받던 카프는 어디론가 잠적한다. 그는 영희의 아버지이며 물리학 박사인 윤박사를 납치한다. 그러나 미란을 눈앞에서 구하지 못한 죄책감에 시달리는 훈은 다시는 로보트 태권V의 조종간을 잡지 않겠다고 버틴다.한편 훈과 영희는 카프의 비행체에 쫓기던 수엘을 구한다. 그녀는 위장된 카프의 한패로 로보트 태권V의 공장에 침입하여 모든 기능을 탐지한다. 수엘은 훈을 사랑하게 되지만 영희에 의해 비밀이 탄로나자 카프에게로 달아난다. 카프에게 납치된 윤박사는 우주정복을 위한 에너지90을 연구한다. 카프는 또한 훈에게 패했던 무술계 챔피언들의 적개심을 이용한 무술로보트를 만든다. 이들의 힘은 대단하여 로보트 태권V가 위기에 몰린다.윤박사는 훈이를 구하려는 수엘의 도움으로 에너지 90을 로보트 태권V에 축적시킨다. 로보트 태권V는 훈의 태권도 솜씨에 따라 힘을 더해 무술로보트들을 제거한다. 결국 카프는 자폭하고, 그의 기지가 폭발하면서 수엘도 죽는다. 훈과 영희는 윤박사와 다른 사람들을 구해 지구로 돌아온다.",국내,한국,https://www.youtube.com/watch?v=vd8WQ1idBko,-,-,전체 관람가,85분,-,이재은 장덕수 박지수 남궁원 강민경 이승형 ,  채동근 (원작자) 조항리 (원작자) 김청기 (제작) 김춘범 (기획) 정운교 (촬영) 손영철 (조명) 손병진 (조명) 양대호 (음향) 남우영 (음악) 김흥국 (주제가) 조융삼 (미술) 정도안 (특수효과) 한혜정 (분장) 이경자 (편집) 오요섭 (무술연출) 울산 중앙배우예술원 (보조출연) 윤충국 (작화연출),배우/제작진 수상 이력@수상정보 테이블표@2005@제 10회 부산국제영화제@후보@오픈 시네마 (김청기),-,-,-,https://www.youtube.com/watch?v=tcGc8gO33WU
49,1990,1990 .12.29 개봉,영화,"가족, 모험, 애니메이션",로티의 모험,송정율,https://movie-phinf.pstatic.net/20111221_248/1324473958432IVEie_JPEG/movie_image.jpg,너구리를 의인화한 10세 소년인 로티는 개구장이인데 어느날 우라크의 침공으로 도망치던 로리를 구해주게 되고 이때부터 공주를 위하여 무엇이든지 하는 용감한 소년으로 변신하여 끝내는 나라를 되찾는 용감한 기사가 된다.,국내,한국,https://www.youtube.com/watch?v=kLmRUWGQPXc,-,-,-,80분,-,-,-,-,-,-,-,https://www.youtube.com/watch?v=n-O0ZFIMx8E
50,1990,1990 .12.22 개봉,영화,"액션, 드라마",록키 5,존 G. 아빌드센,https://movie-phinf.pstatic.net/20111222_195/1324491101513sOr1v_JPEG/movie_image.jpg,"모스크바에서 소련 선수 드라고를 이기고 돌아온 록키는 몸에 이상이 생긴 것을 알고 은퇴하려고 한다. 그런데 자신이 집을 비운 사이 회계사가 자신의 전재산을 가로챘음을 알고 할 수 없이 교활한 권투 흥행주 듀크가 주선한 캐인과의 시합을 치르려고 한다. 그러나 의사로부터 뇌에 이상이 생긴 것으로 진단이 나와 출전 자격을 박탈당한다. 무일푼 신세로 슬럼 가의 옛집으로 돌아와 허름한 권투 도장에서 트레이너 일을 하는 록키에게 듀크가 출전자격증을 꾸며주겠다며 유혹하나 아내 애드리안이 급구 만류한다.@  [스포일러] 그러던 어느날 록키에게 토미란 신인이 찾아와 매니저를 해달라고 부탁한다. 토미가 맘에 든 록키는 그를 훈련시켜 연승 무패의 막강한 선수로 키워나간다. 그런데 듀크가 토미에게 접근, 돈으로 그를 유혹하자 토미는 록키를 배신하고 듀크에게 간다. 듀크는 시합을 조작해 토미를 챔피언으로 만든 후 교묘히 토미를 부채질해 록키에게 싸움을 걸도록 한다. 토미와 록키가 시합을 하도록 해서 큰 돈을 벌려는 속셈이다. 그러나 록키에게 도전을 하러 갔던 토미는 성미를 못 참고 길거리에서 록키와 한판 싸움을 벌리게 된다. 비겁하게 뒤에서 공격한 토미의 난펀치에 록키는 위기에 몰리나 귓전에 울리는 미키의 격려에 정신을 되찾아 토미를 완전히 다운시키고 진정한 챔피언의 영광을 되찾는다.",해외,미국,https://www.youtube.com/watch?v=y4NsTEaSCMU,-,-,15세 관람가,105분,-,버제스 메러디스 세이지 스텔론 토미 모리슨 리처드 갠트 버트 영 탈리아 샤이어 실베스터 스탤론 ,  실베스터 스탤론 Sylvester Stallone (각본) 어윈 윙클러 Irwin Winkler (제작) 로버트 차토프 Robert Chartoff (제작) 토니 무나포 Tony Munafo (협력프로듀서) 마이클 S. 그릭 Michael S. Glick (기획) 스티븐 포스터 Steven Poster (촬영) 빅터 해머 Victor Hammer (촬영) 빌 콘티 Bill Conti (음악) 윌리암 J. 캐시디 William J. Cassidy (미술) 존 G. 아빌드센 John G. Avildsen (편집) 마이클 N. 크너 Michael N. Knue (편집) 로버트 A. 페레티 Robert A. Ferretti (편집) 카로 존스 Caro Jones (배역),배우/제작진 수상 이력@수상정보 테이블표@1991@제 11회 골든 라즈베리 시상식@후보@최악의 각본상@후보@최악의 감독상 (존 G. 아빌드센)@후보@최악의 남우조연상 (버트 영)@후보@최악의 남우주연상 (실베스타 스탤론)@후보@최악의 여우주연상 (탈리아 샤이어)@후보@최악의 작품상@후보@최악의 주제가상,-,-,-,https://www.youtube.com/watch?v=jJZuug9Uqnk
52,1990,1990 .09.29 개봉,영화,"드라마, 멜로/로맨스, 스릴러, 범죄",리벤지,토니 스콧,https://movie-phinf.pstatic.net/20160819_261/1471586558244Gz4Qg_JPEG/movie_image.jpg,"최고의 파일럿으로 이름을 날린 코크란(케빈 코스트너 분)은 12년간의 군복무를 마치고 영예롭게 퇴역한다. 그는 멕시코 암흑가의 보스인 옛 친구 멘데스(안소니 퀸 분)로부터 초대를 받아 푸에르토로 간다. 멘데스는 코크란의 아버지뻘 되는 나이를 갖고 있는 사람으로 그곳에서 멘데스의 새 부인 미레이아(매들린 스토우 분)를 소개 받고 한 눈에 사랑을 느낀다. 미레이아의 아버지와 멘데스가 친구였던 관계로 알게 되어 결혼까지 하게 된 것이다. 운명과도 같이 코크란은 멘데스의 눈을 속이며 그녀와 사랑에 빠진다.@ [스포일러 주의] 하지만 멘데스의 눈을 오래 속일 수는 없었다. 두 사람의 사랑이 깊어진 것을 눈치챈 멘데스의 분노가 폭발한다. 코크란은 생명을 잃을 정도로 린치를 당하고, 미레이아는 얼굴에 씻을 수 없는 칼자국과 함께 창녀집에 갇혀 강압적으로 마약 주사를 맞는다. 구사일생으로 목숨을 건진 코크란은 미레이아를 구하기 위해 동분서주하면서 냉혹한 멘데스의 처분에 대해 복수를 해 나간다. 그리고 마침내 멘데스와도 맞닥뜨리게 되는데, 멘데스는 그에게 자신의 부인을 가로챈 것에 대해 사과할 것을 말한다. 이에 코크란은 이것을 사과하고 그에게서 알게 된 미레이아가 있는 수녀원으로 향한다. 코크란의 무사함을 본 미레이아는 행복을 느끼며 그의 품에서 숨을 거둔다.",해외,미국 / 멕시코,https://www.youtube.com/watch?v=ewUrH0MM9lE,CJ 엔터테인먼트,-,청소년 관람불가,120분,-,제임스 가먼 토마스 밀리안 미겔 페레 매들린 스토우 안소니 퀸 케빈 코스트너 ,  짐 해리슨 Jim Harrison (각본) 짐 해리슨 Jim Harrison (원작자) 헌트 로우리 Hunt Lowry (제작) 스탠리 루빈 Stanley Rubin (제작) 케빈 코스트너 Kevin Costner (기획) 제프리 킴벌 Jeffrey Kimball (촬영) 잭 니체 Jack Nitzsche (음악) 마이클 세이무어 Michael Seymour (미술) 벤자민 페르난데즈 Benjamin Fernandez (미술) 오드 브론슨 하워드 Aude Bronson-Howard (의상) 크리스 레번즌 Chris Lebenzon (편집) 보니 티머먼 Bonnie Timmermann (배역),-,-,-,        -,https://www.youtube.com/watch?v=FU3EgaPd-SA
53,1990,1990 .02.24 개봉,영화,"액션, 코미디, 범죄",리썰 웨폰 2,리처드 도너,https://movie-phinf.pstatic.net/20111222_37/13245285671373HCHA_JPEG/movie_image.jpg,"LA 시경 소속 마틴 릭스(Martin Riggs: 멜 깁슨 분)와 로저 머토(Roger Murtaugh: 대니 글로버 분) 반장은 마약 밀매범을 추격하다가 범인은 놓치고 차 트렁크에서 쏟아져 나온 남아공의 금화 크루게란드화만 단서로 얻게 된다. 그날 밤, 범인 일당은 괴한들을 로저 반장의 집에 숨어들어 겁을 주고 자기네 일에서 손을 떼라고 경고한다. 국장도 그 얘기를 듣고는 증인 보호하는 일을 두 형사에게 맡긴다.@  마틴과 로저 반장은 투덜거리면서 증인인 리오(Leo Getz: 죠 페씨 분)를 만나는데, 리오가 그 마약 밀매범들과 관련되어 있다는 것을 알게 된다. 사기성이 농후한 회계사 리오는 재능을 발휘하여 마약 조직의 자금을 횡령, 조직으로부터 위협을 받는 자이다. 마약 밀매범들을 찾고보니 그들은 어엿한 남아공의 외교관들이라 면책특권 때문에 건드리지 못하고 물러난다. 한편, 마틴은 남아공 영사관의 비서 리카(Rika Van Den Haas: 팻시 켄시트 분)를 알게 되어 둘은 사랑에 빠지지만, 범인들의 추격으로 리카는 살해되고 만다.",해외,미국,https://www.youtube.com/watch?v=ZbFE2P3tASI,-,-,청소년 관람불가,113분,-,팻시 켄싯 데릭 오코너 조스 아클랜드 조 페시 대니 글로버 멜 깁슨 ,  제프리 보엄 Jeffrey Boam (각본) 셰인 블랙 Shane Black (원안) 워렌 머피 Warren Murphy (원안) 셰인 블랙 Shane Black (원조) 리차드 도너 Richard Donner (제작) 조엘 실버 Joel Silver (제작) 스티브 페리 Steve Perry (공동제작) 제니 류 터전드 Jennie Lew Tugend (공동제작) 스티븐 골드블랫 Stephen Goldblatt (촬영) 마이클 카멘 Michael Kamen (음악) 에릭 클랩튼 Eric Clapton (음악) 데이비드 샌본 David Sanborn (음악) J. 마이클 리버 J. Michael Riva (미술) 스튜어트 베어드 Stuart Baird (편집) 마리언 더펄티 Marion Dougherty (배역) 게일 레빈 Gail Levin (배역),-,-,-,-,https://www.youtube.com/watch?v=cBjE0-yC958
54,1990,1990 .06.23 개봉,영화,드라마,리틀 베라,바실리 피철,https://ssl.pstatic.net/static/movie/2012/06/dft_img77x110_1.png,"해변가 마을에 사는 베라(Vera: 나탈리아 네고다 분)는 댄스홀에서 금속공학을 전공하는 학생 세르게이(Sergei: 안드레이 소클로브 분)를 만난다. 그들의 사랑은 전혀 낭만적이지 않았기에, 베라는 세르게이가 오빠 비토르(Victor: 알렉산드 알렉시예프-니에그레바 분)에게 자기와 결혼하겠다고 말한 것을 알았을 때 무척 놀란다. 부모님의 부탁으로 타이르는 빅토르의 만류에도 불구, 둘은 약혼을 하고 세르게이도 베라의 집에서 살게 된다. 베라의 부모는 매일 술주정으로 세르게이를 괴롭힌다. 급기야 어느 날 술에 취한 아버지가 세르게이를 칼로 찌른다. 어머니와 빅토르는 세르게이의 잘못으로 소란이 일어났다고 형사에게 말하도록 베라를 설득한다. 식구들의 완강한 태도를 견딜 수 없었던 베라는 자살을 기도하지만 빅토르가 구한다. 그리고 병원에서 힘겹게 퇴원한 세르게이는 사랑하는 베라와 그녀의 가족에 대한 책임감으로 베라를 찾아간다.",해외,러시아(구 소련),https://www.youtube.com/watch?v=aF6kiDFFEIY,-,-,NR,133분,-,리우드밀라 자트세바 유리 나자로브 안드레이 소콜로브 나탈리아 네고다 ,-,배우/제작진 수상 이력@수상정보 테이블표@1989@제 2회 유럽영화상@수상@유러피안 각본상 (Mariya Khmelik),-,-,      -,https://www.youtube.com/watch?v=BKLtOrxCINk
