year,release_date,category,genre,title,creator,title_image,introduction,country_category,country_name,video,production,distribution,grade,runtime,remake,cast,staff,series,trilogy,soundtrack,ref_video,read_count,scrape_count
2016,2016.11.17 18:00 (일),애니메이션,"학원, 배틀, 코미디, 일상",포켓몬스터 썬-문,감독-토미야스 다이키,http://data5.onnada.com/anime/201903/thumb300x400_1988331734_40c78135_1-2.PNG,-,해외,일본,-,"제작사-OLM, TV 도쿄",-,전체,-,원작타지리 사토시," 사토시 (SATOSHI)|サトシ / 성우 : 마츠모토 리카 (MACHEUMOTO LIKA)|松本梨香 피카츄 (PIKACHUU)|ピカチュウ / 성우 : 오오타니 이쿠에 (OHTANI IKUE)|大谷育江 호시구모 (HOSHOGUMO)|ホシグモ / 성우 : 오오타니 이쿠에 (OHTANI IKUE)|大谷育江
종류명은 코스모그(コスモッグ)? 로트무 도감 (ROTOMU-PICTURE BOOK)|ロトム?鑑 / 성우 : 나미카와 다이스케 (NAMIKAWA DAISUKE)|浪川大輔 릴리에 (LILE)|リ?リエ / 성우 : 신도 케이 (SHINDOU KEI)|?堂圭 카키 (KAKI)|カキ / 성우 : 이시카와 카이토 (ISHIKAWA KAITO)|石川界人 (いしかわかいと) 마오 (MAO)|マオ / 성우 : 우에다 레이나 (UEDA REINA)"," 각본-마츠이 아야, 미야타 유카, 오모데 아케미, 세키네 아유미 캐릭터 디자인-나카노 사토시, 야스다 슈헤이 음악-미야자키 신지",-,146,-,-,0,0
2016,2016.10.14 00:55 (금),애니메이션,기타,배를 엮다,감독-쿠로야나기 토시마사,http://data5.onnada.com/anime/201608/thumb300x400_991326802_066bfcf0_1-3.jpg,출판사의 '사전 편집부'를 무대로 새로 발행하는 사전 '대도해' 편찬을 위해 힘쓰는 개성 강한 편집자들의 모습을 그린 애니메이션,해외,일본,fR-a1M21FKM,제작사-Zexcs,-,15,-,원작미우라 시온, 마지메 미츠야 (MAJIME MITSUYA)|馬締光也 / 성우 : 사쿠라이 타카히로 (SAKURAI TAKAHIRO)|櫻井孝宏 니시오카 마사시 (NISHIOKA MASASHI)|西岡正志 / 성우 : 카미야 히로시 (KAMIYA HIROSHI)|神谷浩史 (かみやひろし) 하야시 카구야 (HAYASHI KAGUYA)|林香具矢 / 성우 : 사카모토 마아야 (SAKAMOTO MAAYA)|坂本?綾 (さかもと まあや) 아라키 코헤이 (ARAKI KOUHEI)|荒木公平 / 성우 : 카나오 테츠오 (KANAO TETSUO)|金尾哲夫 (かなお てつお) 마츠모토 토모스케 (MATSUMOTO TOMOUKE)|松本朋佑 / 성우 : 무기 히토 (MUGIHITO)|?人 사사키 카오루 (SASAKI KAORU)|佐?木? / 성우 : 사카키바라 요시코 (SAKAKIBARA YOSHIKO), 각본-사토 타쿠야 캐릭터 디자인-아오야마 히로유키 음악-이케 요시히로,-,11,-,XOiIHHxMqE4,0,0
2016,2016.10.10 08:00 (월),애니메이션,일상,월요일의 타와와,감독-무라야마 코스케,http://data5.onnada.com/anime/201610/thumb300x400_2949150922_6a43685a_000.jpg,남자들의 욕망을 자극하는 거유 미소녀들의 야릇한 장면을 그린 한컷 만화가 애니메이션화 된 작품.,해외,일본,cfcqewZdBiU,"제작사-NBC유니버설, 월령사, 아이오플러스",-,15,-,원작히무라 키세키, 아이쨩 (AI CHAN)|あいちゃん / 성우 : 하라다 사야카 (HARADA SAYAKA)|原田彩楓 (はらだ さやか) 후배짱 (KOHAI CHAN)|後輩ちゃん / 성우 : 카야노 아이 (KAYANO AI)|茅野愛衣 트레이너씨 (TRAINER SAN)|トレ?ナ?さん / 성우 : 츠다 미나미 (TSUDA MINAMI)|津田美波 배구부짱|バレ?部ちゃん / 성우 : 이시가미 시즈카 (ISHIGAMI SHIZUKA)|石上?香 과장 (KACHOU)|課長 / 성우 : 소마 코이치 (SOUMA KOUICHI)|相馬康一 토쿠모리씨 (TOKUMORI SAN)|?森さん / 성우 : 카네모토 히사코 (KANEMOTO HISAKO)|金元?子, 캐릭터 디자인-요시이 히로유키 음악-데와 요시아키,-,14,-,-,0,0
2016,2016.10.09 00:00 (일),애니메이션,"판타지, 미스테리, 공포",오컬틱 나인,감독-이시구로 쿄헤이,http://data5.onnada.com/anime/201910/thumb300x400_2070905244_462c4902_86EC9D8C-1.jpg,"고등학교 2학년, 가몬 유타.@수익형 블로그를 이용하여 일확천금을 노리는 괴짜 소년.@자칭 '니트 신'이 운영하는 블로그 '초현실 과학 키리키리바사라'불가사의한 초현실 현상을@과학적으로 밝혀내기 위해 그가 만든 수상쩍은 사이트.@그런데 그 블로그를 보고서 각양각색의 오컬트 마니아가 유타의 주변에 집결한다.@그가 느끼는 사소한 '위화감'은 결국 상상을 초월하는 사건으로 발전하는데…",해외,일본,5llQELzUPhg,제작사-A-1 Pictures,-,15,-,원작시쿠라 치요마루, 가몬 유타 (GAMON YUUTA)|我聞悠太 / 성우 : 카지 유우키 (KAJI YUUKI)|梶裕貴 (かじゆうき) 나루사와 료카 (NARUSAWA RYOUKA)|成?稜歌 / 성우 : 사쿠라 아야네 (SAKURA AYANE)|佐倉綾音 하시가미 사라이 (HASHIGAMI SARAI)|橋上サライ / 성우 : 이시카와 카이토 (ISHIKAWA KAITO)|石川界人 (いしかわかいと) 아이카와 미유 (AIKAWA MIYUU)|相川?優羽 / 성우 : 요시다 히토미 (YOSHIDA HITOMI)|吉田仁美 스미카제 토코 (SUMIKAZE TOUKO)|澄風桐子 / 성우 : 이토 시즈카 (ITO SHIZUKA)|伊藤? 쿠레나이노 아리아 (KURENAINO ARIA)|紅ノ亞里亞 / 성우 : 사와시로 미유키 (SAWASHIRO MIYUKI)|?城みゆき (さわしろみゆき) 쿠사카베 키류 (KUSAKABE KIRYUU)|日下部吉柳 / 성우 : 타니야마 키쇼 (TANIYAMA KISHO)|谷山紀章 니시조노 리리카 (NISHIZONO RIRIKA)|西園梨?花 / 성우 : 노토 마미코 (NOTO MAMIKO)|能登麻美子 (のと まみこ) 모리츠카 ?? (MORITSUKA SHUN)|森塚駿 / 성우 : 카키하라 테츠야 (KAKIHARA TETSUYA)|?原徹也 (かきはらてつや) 키사키 아스나 (KISAKI ASUNA)|鬼崎あすな / 성우 : 아케사카 사토미 (AKESAKA SATOMI)|明坂?美 이즈미 코헤이 (IZUMI KOUHEI)|和泉公平 / 성우 : 츠다 켄지로 (TSUDA KENJIRO)|津田健次? 카와바타 치즈 (KAWABATA CHIZU)|川畑千津 / 성우 : 나가나와 마리아 (NAGANAWA MARIA)|長?まりあ," 각본-타카기 노보루, 이시구로 쿄헤이, 나가이 치아키 캐릭터 디자인-모리타 토 쥰페이 음악-요코야마 마사루",-,12,-,co25KgFBRhg,0,0
2016,2016.10.09 01:55 (일),애니메이션,"드라마, 코미디, 일상",우동나라의 황금색 털뭉치,감독-이바타 요시히데,http://data5.onnada.com/anime/201608/thumb300x400_991326802_a7bf6b35_1-1.jpg,도쿄를 떠나 고향 우동집에 돌아온 주인공과 인간 소년으로 둔갑되는 너구리의 이야기를 그린 애니메이션.,해외,일본,TU2YWLYqspQ,제작사-라이덴 필름,-,전체,-,원작시노마루 노도카, 타와라 소타 (TAWARA SOUTA)|俵宗太 / 성우 : 나카무라 유이치 (NAKAMURA YUICHI)|中村悠一 (なかむらゆういち) 포코 (POKO)|ポコ / 성우 : 코키도 시호 (KOKIDO SHIHO)|古城門志帆 (こきどしほ) 나카지마 시노부 (NAKAJIMA SHINOBU)|中島忍 / 성우 : 스기타 토모카즈 (SUGITA TOMOKAZU)|杉田智和 오오이시 린코 (OOISHI RINKO)|大石?子 / 성우 : 나카하라 마이 (NAKAHARA MAI)|中原麻衣 후지야마 ??스케 (FUJIYAMA SHUNSUKE)|藤山俊亮 / 성우 : 후쿠야마 쥰 (FUKUYAMA JUN)|福山潤 (ふくやまじゅん) 후지야마 사에 (FUJIYAMA SAE)|藤山紗枝 / 성우 : 하나자와 카나 (HANAZAWA KANA)|花澤香菜 (はなざわかな) 하마다 고로 (HAMADA GOROU)|浜田吾? / 성우 : 쿠로다 타카야 (KURODA TAKAYA)|?田崇矢 나가츠마 히로시 (NAGATSUMA HIROSHI)|永妻宏司 / 성우 : 타치바나 신노스케 (TACHIBANA SHINNOSUKE)|立花?之介 사에키 마나부 (SAEKI MANABU)|?木? / 성우 : 토리우미 코스케 (TORIUMI KOUSUKE)|鳥海浩輔 (とりうみこうすけ) 사에키 유키에 (SAEKI YUKIE)|?木雪枝 / 성우 : 시마무라 유우 (SHIMAMURA YUU)|嶋村侑 요시오카 후미 (YOSHIOKA FUMI)|喜岡ふみ / 성우 : 쿠지라 (KUJIRA)|くじら 타나카 마이 (TANAKA MAI)|田中舞 / 성우 : 미나구치 유코 (MINAGUCHI YUUKO)|皆口裕子 타나카 노조미 (TANAKA NOZOMI)|田中のぞみ / 성우 : 혼도 카에데 (HONDO KAEDE)|本渡楓 소타의 아빠 (SOUTA NO CHICHI)|宗太の父 / 성우 : 나카 히로시 (NAKA HIROSHI)|中博史 소타의 엄마 (SOUTA NO HAHA)|宗太の母 / 성우 : 이노우에 키쿠코 (INOUE KIKUKO)|井上喜久子 나카지마의 엄마 (NAKAJIMA NO HAHA)|中島の母 / 성우 : 키무라 아키코 (KIMURA AKIKO)|木村?希子 개구리 (KAERU)|カエル / 성우 : 코바야시 유우 (KOBAYASHI YUU)|小林ゆう 가오가오 쨩 (GAOGAO-CHAN)|ガオガオちゃん / 성우 : 쿠로다 타카야 (KURODA TAKAYA)|?田崇矢 미미 (MIMI)|ミミ / 성우 : 마키노 유이 (MAKINO YUI)|牧野由依 모모 (MOMO)|モモ / 성우 : 코키도 시호 (KOKIDO SHIHO)|古城門志帆 (こきどしほ) 해설|ナレ-ション / 성우 : 카나메 쥰 (KANAME JUN)|要潤, 각본-타카하시 나츠코 캐릭터 디자인-이토 이오리코,-,12,-,oT-tKEi3XGE,0,0
2016,2016.10.08 00:30 (토),애니메이션,"학원, 능력, 멘붕",로스토레이지 인사이티드 위크로스,감독-사쿠라비 카츠시,http://data5.onnada.com/anime/201609/thumb300x400_991326802_38007c9a_1-3.png,기억을 걸고 배틀을 펼치는 선택받은 플레이어 셀렉터들의 이야기 ,해외,일본,WK0KjP10b5A,제작사-J.C.Staff,-,15,-,원작LRIG, 호무라 스즈코 (HOMURA SUZUKO)|?村すず子 / 성우 : 하시모토 치나미 (HASHIMOTO CHINAMI)|橋本ちなみ, 각본-츠치야 미치히로 캐릭터 디자인-사토 타카미츠 음악-이우치 마이코,-,12,-,WK0KjP10b5A,0,0
2016,2016.10.08 02:25 (토),애니메이션,"판타지, SF, 범죄, 미스테리, 액션, 배틀, 공포",아인 2,감독-안도 히로아키,http://data5.onnada.com/anime/201912/thumb300x400_2070905244_bb62f22f_3.jpg,"죽여도 죽지 않는 인간, 아인은 숨어 조용히 살거나 붙잡혀 인체실험의 대상이 되는 수밖에 없었다.@하지만 나가이 케이는 세상을 뒤집어 놓는 사토 때문에 평온한 삶을 기대할 수 없었는데…@결국 사토를 막아야 한다는 결론에 도달한 나가이 케이는 착착 계획을 진행시킨다.",해외,일본,OaTgnBOrwHY,제작사-폴리곤 픽쳐스,-,19,-,원작사쿠라이 가몬, 나가이 케이 (NAGAI KEI)|永井圭 / 성우 : 미야노 마모루 (MIYANO MAMORU)|宮野?守 나가이 케이의 검은 유령 (NAGAI KEI NO KUROI YUUREI)|永井圭の?い幽? / 성우 : 미야노 마모루 (MIYANO MAMORU)|宮野?守 카이토 (KAITO)|海斗 / 성우 : 호소야 요시마사 (HOSOYA YOSHIMASA)|細谷佳正 나카노 코우 (NAKANO KOU)|中野攻 / 성우 : 후쿠야마 쥰 (FUKUYAMA JUN)|福山潤 (ふくやまじゅん) 사토 (SATOU)," 각본-세코 히로시, 이하라 켄타 캐릭터 디자인-모리야마 유키 음악-칸노 유고, 킹 레코드",-,13(26),-,qEaZSnog7oQ,0,0
2016,2016.10.08 01:55 (토),애니메이션,"스포츠, 학원, 부활동",하이큐-- 카라스노고교 VS 시라토리자와학원고교,감독-미츠나카 스스무,http://data5.onnada.com/anime/201609/thumb300x400_1988331734_906bd5b9_1-2.jpg,줄거리를 등록하여주세요.,해외,일본,gT6GmNuOXCo,제작사-프로덕션 I.G,-,12,-,원작후루다테 하루이치, 히나타 쇼요 (HINATA SHOUYOU)|日向翔陽 / 성우 : 무라세 아유무 (MURASE AYUMU)|村?? (むらせ あゆむ) 카게야마 토비오 (KAGEYAMA TOBIO)|影山飛雄 / 성우 : 이시카와 카이토 (ISHIKAWA KAITO)|石川界人 (いしかわかいと) 사와무라 다이치 (SAWAMURA DAICHI)|澤村大地 / 성우 : 히노 사토시 (HINO SATOSHI)|日野? (ひのさとし) 스가와라 코우시 (SUGAWARA KOUSHI)|菅原孝支 / 성우 : 이리노 미유 (IRINO MIYU)|入野自由 (いりのみゆ) 타나카 류노스케 (TANAKA RYUUNOSUKE)|田中龍之介 / 성우 : 하야시 유우 (HAYASHI YUU)|林勇 아즈마네 아사히 (AZUMANE ASAHI)|東峰旭 / 성우 : 호소야 요시마사 (HOSOYA YOSHIMASA)|細谷佳正 니시노야 유우 (NISHINOYA YUU)|西谷夕 / 성우 : 오카모토 노부히코 (OKAMOTO NOBUHIKO)|岡本信彦 (おかもとのぶひこ) 츠키시마 케이 (TSUKISHIMA KEI)|月島? / 성우 : 우치야마 코우키 (UCHIYAMA KOUKI)|?山?輝 야마구치 타다시 (YAMAGUCHI TADASHI)|山口忠 / 성우 : 사이토 소마 (SAITO SOMA)|?藤?馬 엔노시타 치카라 (ENNOSHITA CHIKARA)|?下力 / 성우 : 마스다 토시키 (MASUDA TOSHIKI)|?田俊樹 시미즈 키요코 (SHIMIZU KIYOKO)|?水潔子 / 성우 : 나즈카 카오리 (NAZUKA KAORI)|名塚佳織 (なづかかおり) 야치 히토카 (YACHI HITOKA)|谷地仁花 / 성우 : 모로호시 스미레 (MOROHOSHI SUMIRE)|諸星すみれ 타케다 잇테츠 (TAKEDA ITTETSU)|武田一? / 성우 : 카미야 히로시 (KAMIYA HIROSHI)|神谷浩史 (かみやひろし) 우카이 케이신 (UKAI KEISHIN)|烏養?心 / 성우 : 타나카 카즈나리 (TANAKA KAZUNARI)|田中一成 우시지마 와카토시 (USHIJIMA WAKATOSHI)|牛島若利 / 성우 : 타케우치 료타 (TAKEUCHI RYOUTA)|竹?良太 텐도 사토리 (TENDOU SATORI)|天童? / 성우 : 키무라 스바루 (KIMURA SUBARU)|木村昴 고시키 츠토무 (GOSHIKI TSUTOMU)|五色工 / 성우 : 츠치야 신바 (TSUCHIYA SHINBA)|土屋神葉 시라부 켄지로 (SHIRABU KENJIROU)|白布賢二? / 성우 : 토요나가 토시유키 (TOYONAGA TOSHIYUKI)|豊永利行 오오히라 레온 (OOHIRA REON)|大平獅音 / 성우 : 탄자와 테루유키 (TANZAWA TERUYUKI)|丹?晃之 세미 에이타 (SEMI EITA)|?見英太 / 성우 : 테라시마 타쿠마 (TERASHIMA TAKUMA)|寺島拓篤 (てらしまたくま) 야마가타 하야토 (YAMAGATA HAYATO)|山形?人 / 성우 : 후쿠다 켄지 (FUKUDA KENJI)|福田賢二 카와니시 타이치 (KAWANISHI DAICHI)|川西太一 / 성우 : 오오모리 다이키 (OOMORI DAIKI)|大森大樹 와시죠 탄지 (WASHIJOU TANJI)|鷲匠鍛治 / 성우 : 나카오 류세이 (NAKAO TYUUSEI)|中尾隆聖," 각본-키시모토 타쿠 캐릭터 디자인-키시다 타카히로 음악-하야시 유키, 타치바나 아사미",-,10,-,25qj2amXjik,0,0
2016,2016.10.08 23:00 (토),애니메이션,"학원, 치유물, 일상",3월의 라이온,감독-신보 아키유키,http://data5.onnada.com/anime/201909/thumb300x400_2070905244_5cf4262b_1.jpg,"키리야마 레이는 프로 쇼기(장기)기사로 도쿄에서 혼자 살아가고 있다.@그는 어렸을 때, 가족을 모두 잃었기 때문에 혼자 외로움을 가득 안은채 살아가는 소년이다.@그런 그에게 손을 내밀어 준 것은 아카리, 히나타, 모모 세 자매였다.@친절하고 활기가 넘치는 그들을 만나면서 레이도 변하기 시작하는데......",해외,일본,2GAVFQx49wk,제작사-샤프트,-,12,-,원작우미노 치카, 키리야마 레이 (KIRIYAMA REI)|桐山零 / 성우 : 카와니시 켄고 (KAWANISHI KENGO)|河西健吾 카와모토 아카리 (KAWAMOTO AKARI)|川本あかり / 성우 : 카야노 아이 (KAYANO AI)|茅野愛衣 카와모토 히나타 (KAWAMOTO HINATA)|川本ひなた / 성우 : 하나자와 카나 (HANAZAWA KANA)|花澤香菜 (はなざわかな) 카와모토 모모 (KAWAMOTO MOMO)|川本モモ / 성우 : 쿠노 미사키 (KUNO MISAKI)|久野美? 니카이도 하루노부 (NIKAIDOU HARUNOBU)|二海堂晴信 / 성우 : 오카모토 노부히코 (OKAMOTO NOBUHIKO)|岡本信彦 (おかもとのぶひこ), 각본-키자와 유키토 캐릭터 디자인-스기야마 노부히로 음악-하시모토 유카리,-,22,-,-,0,0
2016,2016.10.08 21:00 (토),애니메이션,"학원, 부활동, 일상",롱 라이더스-,감독-요시하라 타츠야,http://data5.onnada.com/anime/201608/thumb300x400_1988331734_fac301d2_1-2.jpg,"어느 날 우연히 본 작은 접이식 자전거에 반해버린 주인공 쿠라타.@ 운명적 만남을 믿던 쿠라타는 과감하게 자전거를 구입, 사이클링 경험이 있는 친구 니이가키와 함께 자전거의 세계에 빠져든다.@ 이후 둘은 사이클링 도중 만난 같은 대학 선배 히나코를 통해 도로 자전거 경주 중 하나인 브루베(장거리 비경쟁 사이클링 대회)를 알게 되고, 선배들과 팀을 짜 브루베 출전 및 오나주를 목표로 본격적인 트레이닝을 시작하는데.@.@.",해외,일본,eOiTRGvimBE,제작사-Actas,-,15,-,원작미야케 타이시, 쿠라타 아미 (KURATA AMI)|倉田?美 / 성우 : 토야마 나오 (TOUYAMA NAO)|東山奈央 니이가키 아오이 (NIIGAKI AOI)|新垣葵 / 성우 : 이가라시 히로미 (IGARASHI HIROMI)|五十嵐裕美 사이죠 히나코 (SAIJOU HINAKO)|西條雛子 / 성우 : 오오쿠보 루미 (OOKUBO RUMI)|大久保瑠美 이치노세 야요이 (ICHINOSE YAYOI)|一之??生 / 성우 : 쿠로사와 유리카 (KUROSAWA YURIKA)|?澤ゆりか 타카미야 사키 (TAKAMIYA SAKI)|高宮紗希 / 성우 : 히카사 요코 (HIKASA YOKO)|日笠陽子 (ひかさようこ) , 각본-타카하시 나츠코 캐릭터 디자인-후츠자와 지에몬,-,12,-,C2no_AyNvC8,0,0
