year,release_date,category,genre,title,creator,title_image,introduction,country_category,country_name,video,production,distribution,grade,runtime,remake,cast,staff,awards,series,soundtrack,amount,ref_video
1992,1992 .06.13 개봉,영화,"드라마, 스릴러",깨진 거울 속의 여인들,마를렌 고리스,https://movie-phinf.pstatic.net/20111216_31/1324026833311Bz2jz_JPEG/movie_image.jpg,"그 이름과는 달리 결코 행복하지 않은 유곽 '해피 하우스'. 남편은 도망가고 뇌성마비의 자식을 둘씩이나 먹여 살려야 하는 지배인격인 엘렌(Ellen: 코비 스트넨버그 분), 13세 이후 밥 먹듯이 낙태 수술을 하여 남자들을 모두 증오하는 린다(Linda: 안키 반트 호프 분), 스물이라는 나이에 아기를 네 번이나 낳아본 경험이 있는 데사(Tessa: 아린느 렌펌 분) 등 이들을 해피 하우스에서 저마다 불행을 껴안고 살아간다. 어느 날 이들 속으로 다이안(Diane: 리네크 리스만 분)이라는 유부녀가 끼어드는데. 마약 중독으로 폐인이 된 남편 대신 돈을 벌기 위해 몸을 팔기도 한 것. 어린 자식을 여자에게 맡기고 해피 하우스로 출근한 다이안은 첫 손님을 받고는 분노와 절망, 자책감 등 미묘한 감정에 빠지지만 수입이 시원치 않다는 사장의 투덜거림과 동료들간의 티격태격함, 그리고 자신을 사서는 우는 손님 등 하루하루의 생활에 점점 익숙해져 간다.@  그러던 어느 날 프랜신의 고객에게 몸을 판 린다가 강한 충격을 받고 목을 매달아 자살하는 사건이 발생하니. 장례를 치르고 돌아온 이들을 기다리는 것은 다시 몸을 팔아야 하는 현실뿐. 가학적인 성격을 가진 손님, 이상한 단어를 내뱉고는 등 별별 손님들에 슬픔을 뒤로 할 수 밖에 없다. 이런 비참한 생활 속에서 자신이 보살피던 앙드레가 이웃집 노파에 의해 어디론가 끌려간 것을 알게 된 도라, 아이를 돌보기는커녕 더욱 마약에 빠져드는 남편을 지켜봐야 하는 다이안은 자신의 삶이 무너져 내리는 것을 느끼게 된다. 그러던 중 동료가 손님에 의해 얼굴과 배에 심한 자상을 입고 평생 불구가 될 상황에 처한 사건이 일어난다. 실의에 빠진 이들 앞에 피에르가 나타나 여자들을 납치하여 감금하는 성도착증세를 지닌, 살인 사건의 범인인 피에르가 많은 돈으로 유혹해오자 분노에 찬 다이안은 총을 들어 그를 겨냥하니.",해외,네덜란드,https://www.youtube.com/watch?v=X3dF-uMlSOw,-,-,청소년 관람불가,101분,-,조앙 레쌍 에드다 바렌드 헨리에테 톨 리네케 리지맨 ,  마를렌 고리스 Marleen Gorris (각본) 해리 아머랜 Harry Ammerlaan (미술) 한스 반 돈겐 Hans van Dongen (편집),배우/제작진 수상 이력@수상정보 테이블표@2008@제 10회 서울국제여성영화제@후보@커튼콜 (마를렌 고리스)@2006@제 8회 서울국제여성영화제@후보@감독 특별전 (마를렌 고리스),-,-,       ,https://www.youtube.com/watch?v=AXvqfmJdIUU
1992,1992 .10.03 개봉,영화,드라마,꼬마 천재 테이트,조디 포스터,https://movie-phinf.pstatic.net/20111222_208/1324549443389t2i4T_JPEG/movie_image.jpg,"태어날 때부터 비상한 능력을 지닌 천재 소년 프레드 테이트(Fred Tate: 아담 한 바이어드 분)는 식당에서 웨이트리스로 일하는 엄마 디디 테이(Dede Tate: 조디 포스터 분)과 단둘이 살고 있다. 일곱살이 되어 국민학교에 들어간 프레드는 시, 그림, 음악 등에 뛰어난 재능을 보이고, 같은 또래의 아이들과 함께 어울리지 못하자 학교에서는 월반을 권한다.@  한편 자신이 영재 출신인 제인 그리어슨(Jane Grierson: 다이앤 위스트 분)은 특수학교를 운영하며 매년 전국의 뛰어난 학생들을 선발하여 지능 올림픽을 개최하는 등 영재 교육에 헌신하고 있는 전문 여성이다. 우연한 기회에 프레드의 얘기를 들은 제인은 면담을 위해 프레드를 초청하나 아이를 평범하게 키우고 싶은 어머니 디디의 모습에 실망한다. 프레드의 성화에 못이겨 함께 제인을 찾아간 디디는 아이를 자신에게 맡기라는 제인의 제안을 거절한다. 프레디의 생일날 아무도 오지않아 외톨이가 된 프레드를 보고 디디는 결국 그를 제인에게 보낸다. 같은 처지에 있는 다른 이들과 사귀고 여행을 하는 동안 프레드는 모처럼 즐거운 시간을 갖는다.@  지능 올림픽에서 프레드는 어려운 수학 문제를 푸는데 있어 다른 천재 아이 보다 더 탁월한 능력을 발휘한다. 제인은 다른 천재 아이들과는 달리 감수성까지 풍부한 프레드에게 더욱 끌리게 된다. 집으로 돌아온 프레드에게 국민학교 공부는 더욱 시시해질 수밖에 없었다. 그런 그에게 디디는 여름동안 플로리다에서 새 직장을 얻었으니 그곳에서 휴가를 보내자고 위로한다. 디디를 찾아온 제인은 자신이 여름학기 강의를 맡게 된 대학에 프레드를 데려갈 것을 주장한다. 디디와 헤어져 제인과 함께 대학에 온 프레드는 대학생들과의 생활을 하는 동안 자신의 신체적 성장의 괴리를 인식하게 된다. 영재들을 소개하는 TV 쇼에 제인과 함께 출연한 프레드는 일부러 본래 나이 수준의 언행을 보여주다가 그 자릴 뛰쳐 나온다. 집으로 돌아와서 디디와 재회한 프레드, 이제 순수한 어린 아이로서 여덟번째 생일을 성대하게 맞이한다. 이번엔 제인을 포함한 많은 친구들과 함께.",해외,미국,https://www.youtube.com/watch?v=ZHnCFSRrVRs,-,-,전체 관람가,99분,-,해리 코닉 주니어 아담 한 바이어드 다이앤 위스트 조디 포스터 ,  스콧 프랭크 Scott Frank (각본) 스콧 루딘 Scott Rudin (제작) 페기 라이스키 Peggy Raiski (제작) 랜디 스톤 Randy Stone (기획) 마이크 사우돈 Mike Southon (촬영) 마크 아이샴 Mark Isham (음악) 존 허트먼 Jon Hutman (미술) 조르지오 아르마니 Giorgio Armani (의상) 수잔 라이얼 Susan Lyall (의상) 린지 클링먼 Lynzee Klingman (편집),-,-,-,        -,https://www.youtube.com/watch?v=6R6qujgZoec
1992,1992 .08.29 개봉,영화,드라마,꼴레뜨,대니 휴스턴,https://movie-phinf.pstatic.net/20120426_72/1335429582198pDUxn_JPEG/movie_image.jpg,"가브리엘 꼴렛은 순진한 시골 처녀였다. 빠리 상류사회의 화려하지만 퇴폐적인 사교계에서도 인기있는 남자 윌리를 만났을때 고양이 앞의 쥐처럼 꼼짝 못하고, 그의 포로가 되어, 정신 차렸을 때는 그의 아내가 되어있었다. 그렇게 꼴렛은 꿈에도 그리던 빠리의 삶을 시작한다. 그것은 그리던 것보다 훨씬 현란하고 사치스럽고 기쁜것이었다. 그러나 그 이면에는 상상도 못했던 추잡한 그늘이 있어서, 순진하기만 한 시골처녀의 가슴을 아프게 하기도 했다. 꼴렛은 결혼전 시골서 살때부터 자신의 나날을 기록하는 일기를 써왔고, 빠리에서의 생활도 낱낱이 기록해 나갔다. 우연히 아내의 일기를 읽게된 남편 윌리는, 그 내용의 놀라운 충격과 아름다운 문체에 감탄해서, 약간의 수정을 가해서 출판한다. 그 책은 단연 베스트셀러가 됐지만, 꼴렛은 커다란 충격을 받는다. 그러나 굴하지 않고, 결연한 자세로 새로운 삶을 향해 두발을 굳게 딛이고 일어선다. 남편에게 그녀의 리듬을 빼앗기고, 천진하던 순수성을 잃기는 했지만, 꼴렛은 자기 자신을 찾은 것이다.",해외,독일 / 영국 / 프랑스,https://www.youtube.com/watch?v=DKPK8JnjOp0,-,-,청소년 관람불가,98분,-,루시엔 하몬 장 피에르 오몽 존 밴 드리렌 폴 라이스 버지니아 매드슨 마틸다 메이 클라우스 마리아 브랜다우어 ,  루스 그레이엄 Ruth Graham (각본) 하인즈 비보 Heinz Bibo (제작) 피어 J. 오펜하이머 Peer J. Oppenheimer (제작) 울프강 트루 Wolfgang Treu (촬영) 존 스콧 John Scott (음악) 세르지 더이 Serge Douy (미술) 잔 슐러바흐 Jan Schlubach (미술) 바바라 바움 Barbara Baum (의상) 로베르토 실비 Roberto Silvi (편집) 피터 테일러 Peter Taylor (편집) 나탈리 체론 Nathalie Cheron (배역) 호스트 쉴 Horst Scheel (배역),-,-,-,-,https://www.youtube.com/watch?v=uUZYNHZZE7s
1992,1992 .12.18 개봉,영화,"모험, 액션, 범죄, 스릴러, 코미디, 가족",나 홀로 집에 2 - 뉴욕을 헤매다,크리스 콜럼버스,https://movie-phinf.pstatic.net/20111221_101/13244782467487AIcS_JPEG/movie_image.jpg,"캐빈은 가족과 함께 플로리다로 크리스마스 휴가를 떠나기로 한다. 그러나 공항의 소란속에서 그만 뉴욕행 비행기에 오르게 되어 거대한 도시에 혼자 남게된다. 홀로 뉴욕에서 해방감을 느끼는 캐빈은 아버지의 카드로 플로리다 호텔에 투숙하는 한편 덩컨 장난감가게에서 만난 덩컨씨가 크리스마스때 번 돈을 어린이병원에 기부하려는 계획을 알게된다. 그러나 이때 캐빈은 감옥에서 탈출한 마브와 해리를 덩컨가게 앞에서 만나 쫓기다가 해리와 마브에게 잡히고 만다. 여기에서 해리와 마브가 이 기부금을 노린다는 사실을 알게된 케빈은 간신히 도망쳐 삼촌의 집을 이용해 이 두 도둑을 저지시킬 준비에 들어간다. 결국 캐빈에게 혼이난 두 멍청한 도둑들은 공원에서 캐빈의 신고로 출동한 경찰에 잡히고, 캐빈은 카드를 추적해 찾아온 엄마와 극적인 상봉을 한다.",해외,미국,https://www.youtube.com/watch?v=tvOJtRlfu70,-,-,전체 관람가,115분,-,브렌다 프리커 팀 커리 힐러리 울프 다나 아이비 롭 슈나이더 게리 바만 키에란 컬킨 데빈 라트레이 에디 브랙큰 캐서린 오하라 존 허드 다니엘 스턴 조 페시 맥컬리 컬킨 ,  존 휴즈 John Hughes (각본) 존 휴즈 John Hughes (원조) 존 휴즈 John Hughes (제작) 마크 러드클리프 Mark Radcliffe (기획) 던칸 헨더슨 Duncan Henderson (기획) 리처드 밴즈 Richard Vans (기획) 훌리오 매컷 Julio Macat (촬영) 존 윌리엄스 John Williams (음악) 샌디 베네지아노 Sandy Veneziano (미술) 제이 헐리 Jay Hurley (의상) 라자 고스넬 Raja Gosnell (편집) 자넷 허쉔슨 Janet Hirshenson (배역) 제인 젠킨스 Jane Jenkins (배역),-,-,-,-,-
1992,1992 .08.01 개봉,영화,드라마,나는 너를 천사라고 부른다,장일호  김인수,https://movie-phinf.pstatic.net/20111223_153/1324603136445hz2po_JPEG/movie_image.jpg,"박정희 대통령과 염문이 있었던 여자 정인숙이 의문사로 죽기까지의 이야기를 그린 작품.@ 1970년대 자유당 시절, 대구부 사장의 딸 정금지(후에 정인숙으로 바꿈)는 배우의 꿈을 안고 서울로 올라온다. 이성적인 생각보다는 곧잘 정열적인 감정에 사로 잡혀 있던 인숙은 당시 라디오방송의 <태양은 늙지 않는다>의 작가 장사공을 찾아 방송국으로 찾아간다. 이대 뱃지를 달고 자신을 불문과 학생이라고 속이고 장사공에게 접근하는 인숙. 당시 하늘 높은 줄 모르고 인기가 올라가는 장사공이었지만 허탈감과 열살 이상 아래인 인숙의 당돌함에 그녀에게 사랑을 느낀다. 그러나 일시적인 행복도 잠시뿐, 장사공은 인숙의 허영과 욕망을 잠재우지 못하고 방황한다. 이때 이미 인숙은 사공의 아이를 지워버리고 당시 사회 거물들이 드나들던 선운각이란 고급 요정에 진출한다. 빼어난 미모와 교양있는 행동으로 인해 그녀의 위치는 하루가 다르게 높아만간다. 어느날 그녀는 자신의 운명을 바꿔놓을 정계의 실력자를 만나게 됨으로써 아쉬울게 없는 행복과 부를 한꺼번에 얻게 되며, 아기를 임신하게 되고 그것이 알려지자 인숙은 강제로 일본으로 출국하게 된다. 파란만장한 그녀의 생활이 종국을 치달아가는 것을 모른채 그녀는 자신의 위치를 지키기위해 급급하다. 그러나 인숙이 장사공과의 첫사랑이 진정 행복이란것을 느낀 순간 그녀의 마지막 운명이 서서히 다가온다. 방황하고 갈등하고 울부짖는 인숙, 마지막으로 아이를 안고 발버둥치지만 인숙은 정체를 알 수 없는 인물에 의해 1970년 3월 17일 역사의 한페이지로 남는다.",국내,한국,https://www.youtube.com/watch?v=Xp1ACF6AZDA,-,-,청소년 관람불가,128분,-,남경현 조은하 이지현 최치헌 김재홍 조병옥 민세인 최영래 조태봉 김학성 김기범 윤동현 임예심 정미경 박기택 나갑성 홍성찬 전숙 이원하 최명호 류성철 박민호 최성관 오희찬 송금식 안진수 염혜숙 최민 황건 민복기 김국현 박진희 이무정 최윤석 강리나 ,  김예경 (각본) 장사공 (원작자) 나현식 (제작실장) 서호경 (제작주임) 홍면유 (제작) 홍면유 (기획) 방수용 (촬영부) 장재기 (촬영부) 손병훈 (촬영부) 인병훈 (촬영부) 최권희 (촬영부) 안창복 (촬영) 조길수 (조명) 정민재 (조명부) 김영대 (조명부) 최석재 (조명부) 배성철 (조명부) 윤동실 (스틸) 윤인호 (조연출) 서민영 (조연출) 변주현 (조연출) 장규성 (조연출) 이승철 (조연출) 김윤선 (조연출) 강대성 (녹음) 이종식 (음악) 김수희 (주제가) 김철석 (특수효과) 이경자 (편집) 세방현상소 (현상),배우/제작진 수상 이력@수상정보 테이블표@1992@제 30회 대종상 영화제@수상@특별상 (전 숙(연기상)),-,-,    -,https://www.youtube.com/watch?v=sOM6MpNheWA
1992,1992 .11.07 개봉,영화,코미디,나의 사촌 비니,조나단 린,https://movie-phinf.pstatic.net/20111222_141/1324489243283rFlki_JPEG/movie_image.jpg,뉴욕 대학의 친구 사이인 빌(Bill Gambini: 랄프 마치오 분)과 스탠(Stan Rothenstein: 미첼 휫필드 분)은 UCLA대학 장학생으로 선발되어 뉴욕으로부터 자동차를 타고 캘리포니아로 가던 중 알라바마주의 마을을 통과하게 된다. 그곳의 한 식료품 가게에서 물건을 사던 빌은 깜빡잊고 참치통조림 한개의 값을 지불하지 않고 나온다. 뒤늦게 차안에서 그 사실을 발견하지만 곧 뒤따라온 경찰에 의해 체포된다.@  빌은 자신이 참치를 훔친 혐의로 구속된 줄 알았으나 보안관은 그들이 식료품 가게 점원을 살해한 혐의로 체포되었다고 알려준다. 세 명의 증인이 분명히 빌과 스탠이 범행을 하고 달아나는 것을 목격했다는 것이다. 재판을 위해 변호사를 찾던 중 빌은 어머니의 소개로 사촌형 비니(Vinny Gambini: 조 페치 분)를 변호사로 위임한다. 약혼녀인 리사(Mona Lisa Vito: 마리사 토메이 분)와 함께 빌과 스텐이 수감되어 있는 마을로 찾아온 비니. 전형적인 뉴욕 사람인 이들은 남부지역인 알라바마가 낯설기만 한데.@  [스포일러] 교도소에서 비니를 만난 빌은 사촌형이 변호사가 된지 6주밖에 안되었으며 재판을 위해 법정에 한 번도 서본적이 없다는 것을 듣고 불안해 한다. 재판장을 만난 자리에서 자신이 경험 많은 변호사라고 거짓말을 하는 비니를 판사(Judge Chamberlain Haller: 프레드 그윈 분)는 의심스런 눈으로 바라본다. 드디어 재판은 시작되고 법정 경험이 없는 비니는 변호는 커녕 법정에서의 기본 절차를 몰라 법정 모욕죄로 판사에 의해 매번 구속 당하게 된다. 리사의 보석금으로 그때마다 풀려나오지만 재판은 갈 수록 불리한 상황으로 전개된다.@  결국 리사의 재치있는 도움으로 본격적인 변호를 펼친 끝에 세 명의 검찰측 증인이 잘못 목격한 것임을 차례로 밝힌다. 범죄는 비슷한 차를 타고 같은 시각에 가게로 들어온 또 다른 두 명에 의해 저질러진 것임이 판명되었고 검사의 고소 취하에 따라 빌과 스탠은 풀려나게 된다.,해외,미국,https://www.youtube.com/watch?v=vmQwhS45AFM,-,-,15세 관람가,118분,-,프레드 그윈 오스틴 펜들튼 레인 스미스 밋첼 휘트필드 마리사 토메이 랄프 마치오 조 페시 ,  데일 로너 Dale Launer (각본) 데일 로너 Dale Launer (제작) 폴 쉬프 Paul Schiff (제작) 피터 드밍 Peter Deming (촬영) 랜디 에델만 Randy Edelman (음악) 빅토리아 폴 Victoria Paul (미술) 캐롤 우드 Carol Wood (의상) 토니 롬바르도 Tony Lombardo (편집) 데이빗 루빈 David Rubin (배역),배우/제작진 수상 이력@수상정보 테이블표@1993@제 65회 미국 아카데미 시상식@수상@여우조연상 (마리사 토메이)@제 2회 MTV 영화 & TV 어워즈@수상@주목할만한 배우상 (마리사 토메이)@후보@최고의 코믹연기상 (조 페시)@1992@제 5회 시카고 비평가 협회상@수상@유망여우상 (마리사 토메이),-,-,-,https://www.youtube.com/watch?v=vmQwhS45AFM
1992,1992 .06.13 개봉,영화,"미스터리, 스릴러",나이트 무브,칼 슈엔켈,https://movie-phinf.pstatic.net/20111222_86/1324518918996y93XW_JPEG/movie_image.jpg,세계적 체스 챔피언 피터 샌더슨(Peter Sanderson: 크리스토퍼 램버트 분)은 체스가 그의 인생 자체라고 생각하며 인생은 강한 자만이 살 수 있다는 적자생존을 철저히 신봉하는 인물이다. 그러나 샌더슨의 체스에 대한 열정 때문에 가족과 주위의 사람들은 그에게서 멀어져 가고 항상 고독하고 차가운 모습으로 게임에만 몰두하지만 그의 내면엔 기억하기에도 고통스러운 기억들이 잠재 되어 있다. 그런 어느날 섬뜻하고 잔인한 사건이 연속적으로 일어나자 경찰 서장 프랭크(Frank Sedman: 톰 스커릿 분)와 다혈질 형사 프래디(다니엘 볼드윈 분)는 샌더슨을 의심하게 된다. 프랭크는 복잡한 살인의 단서를 알아내고 살인의 대항하고자 정신과 의사 쉐파드(Kathy Sheppard: 다이안 레인 분)의 도움을 청하게 된다. 쉐파드는 샌더슨의 감추어진 과거를 발견해내고 과연 그가 살인에 개입되었는지 분석한다.,해외,독일 / 미국,https://www.youtube.com/watch?v=U2Y5au2Zigk,-,-,청소년 관람불가,115분,-,다니엘 볼드윈 톰 스커릿 다이안 레인 크리스토퍼 램버트 ,  브래드 머먼 Brad Mirman (각본) 장-뤽 드페 Jean-Luc Defait (제작) 지아드 엘 코우리 Ziad El Khoury (제작) 디에터 게이슬러 Dieter Geissler (공동제작) 고든 마크 Gordon Mark (라인프로듀서) 가이 콜린스 Guy Collins (기획) 크리스토퍼 램버트 Christopher Lambert (기획) 브래드 머먼 Brad Mirman (기획) 디트리흐 로만 Dietrich Lohmann (촬영) 앤 더들리 Anne Dudley (음악) 그레미 머레이 Graeme Murray (미술) 데보라 에버턴 Deborah Everton (의상) 노버트 헤즈너 Norbert Herzner (편집) 행크 맥캔 Hank McCann (배역),-,-,-,-,https://www.youtube.com/watch?v=R-JMWtcbchA
1992,1992 .04.18 개봉,영화,"공포, 스릴러",나이트메어 6 - 프레디 죽다,레이첼 탈라레이,https://movie-phinf.pstatic.net/20111223_44/1324607519785HBJHz_JPEG/movie_image.jpg,"심리학자 매기 부룩(Dr. Maggie Burroughs: 리자 제인 분)은 도시의 은신처에서 일을 하다가 문제아 존(John Doe: 숀 그린블랫 분)을 만나 그가 잠을 자지않는 이유를 듣고 그의 얘기가 나이트메어와 유사하다는 것을 깨닫고, 둘은 프레디(Freddy Krueger: 로버트 잉글랜드 분)의 비밀을 밝혀내기 위해, 스프링우드로 향한다. 그러나 그들이 도착했을때는 프레디가 그 마을을 완전히 나이트메어의 천국으로 만들어 놓은 후이다. 할 수 없이 꿈 속의 악마와 동양심리학에 박식한 장님 독(Doc: 야펫 코토 분)과 상황에 대해 의논하면서 매기와 독은 더이상의 살상을 막고, 프레디를 영원해 잠재우기 위해 완벽한 계획에 착수한다. 그러나 매기가 프레디의 딸이라는 사실과 그녀의 내부가 나이트메어의 힘의 원천이라는 것을 알게되고, 그녀는 프레디를 영원히 잠재우기 위해 독의 감시하에 잠이 들면서 프레디의 세계로 들어간다.",해외,미국,https://www.youtube.com/watch?v=Ofa29w8RYgI,-,-,청소년 관람불가,98분,-,로버트 샤이 리니아 퀴글리 린지 필스 앨리스 쿠퍼 카리즈 버크 조나단 메이저 매튜 페손 피터 스펠로스 안젤리나 에스트라다 스텔라 홀 버지니아 피터스 마릴린 록커펠로우 데이비드 두너드 카산드라 레이첼 프렐 조니 뎁 엘리너 도나휴 톰 아놀드 로잔느 바 야펫 코토 브레킨 메이어 리키 딘 로건 레즐리 딘 숀 그린블랫 리사 제인 로버트 잉글런드 ,  마이클 드 루카 Michael De Luca (각본) 레이첼 탈라레이 Rachel Talalay (원안) 로버트 샤이 Robert Shaye (제작) 애론 워너 Aron Warner (제작) 마이클 N. 크너 Michael N. Knue (협력프로듀서) 마이클 드 루카 Michael De Luca (기획) 디클란 퀸 Declan Quinn (촬영) 브라이언 메이 Brian May (음악) C.J. 스트로운 C.J. Strawn (미술) 제니스 햄톤 Janice Hampton (편집) 자넷 허쉔슨 Janet Hirshenson (배역) 제인 젠킨스 Jane Jenkins (배역) 로저 무센든 Roger Mussenden (배역),배우/제작진 수상 이력@수상정보 테이블표@1992@제 12회 골든 라즈베리 시상식@후보@최악의 주제가상 ( "Why Was I Born"")",-,-,-,https://www.youtube.com/watch?v=kgCkQlxtNa4
1992,1992 .06.13 개봉,영화,드라마,남경 대학살,나관군,https://ssl.pstatic.net/static/movie/2012/06/dft_img77x110_1.png,"1937년 12월 13일, 중국 국민정부의 수도 남경을 점령한 일본군은 남경 국제안전위원회에서 국제안전구를 약속했으나 일본은 국제적 약속을 저버리고 안전구역으로 피난한 30만명의 시민과 무장 해제한 부상병을 잔혹한 방법으로 학살한다. 일본 군부는 이 천인공노할 만행이 전 세계에 알려지는 것을 막기 위해 모든 언론과 민간인의 사진지참을 철저히 통제한다. 그러나 일본의 잔혹한 만행을 세계 양심에 호소하려는 수많은 우국민초들과 미국인 교수와 그의 딸 케디가 국경을 초월한 사랑을 희생하면서 '남경대학살'의 진상을 해외로 폭로함으로써 일본의 잔학상이 전 세계에 알려지게 된다.",해외,중국,https://www.youtube.com/watch?v=F2JW4f1NRPQ,-,-,청소년 관람불가,90분,-,진도명 내사 ,-,-,-,-, ,https://www.youtube.com/watch?v=U6J7UzZOEBM
1992,1992 .03.24 개봉,영화,"코미디, 가족",내 사랑 컬리 수,존 휴즈,https://movie-phinf.pstatic.net/20111216_218/1324026478751f1x5p_JPEG/movie_image.jpg,"여자 한번 잘못 건드렸다가 버려진 갓난 아이를 맡게 되는 처량한 신세가 된 빌 댄서(Bill Dancer: 제임스 벨루시 분)는 이제 9살이 된 컬리 수(Curly Sue: 앨리산 포터 분)와 매일매일, 인생을 모험 속에서 살아간다. 돈도 없고 길거리가 집이었지만 빌 덕분에 컬리 수는 아름다운 꿈을 잃지 않고 즐거운 생활을 한다. 그러나 빌은 컬리 수를 좋아하지만 교육을 위해 좋은 부모를 찾아주려는 생각을 한다.@  어느 추운 날 저녁, 식사값과 용돈을 벌기 위해 두 사람을 작전을 짠다. 상대는 그레이 엘리슨(Grey Ellison: 켈리 린치 분)이라는 여변호사. 그리고 두 사람의 작전은 들어맞아 그녀의 집에 머물게 되는데, 시작은 엉뚱했지만 시간이 흐를 수록 엘리슨은 빌과 컬리를 좋아하게 되는데.@  [스포일러] 그러나 한가족처럼 지내는 이들을 질투한 엘리슨의 남자 친구 월터(Walter McCormick: 존 게츠 분)의 고발로 이들의 관계는 위협받는다. 결국 빌은 컬리를 좋은 환경이 엘리슨에게 맡기고 떠나려하지만, 엘리슨과 컬리를 사랑하는 빌은 이들과 함께 살기로 한다.",해외,미국,https://www.youtube.com/watch?v=fi3tJltpwAI,-,-,PG,101분,-,프레드 달튼 톰슨 존 게츠 알리산 포터 켈리 린치 제임스 벨루시 ,  존 휴즈 John Hughes (각본) 존 휴즈 John Hughes (제작) 타퀸 고치 Tarquin Gotch (기획) 제프리 L. 킴벌 Jeffrey L. Kimball (촬영) 조르쥬 들르뤼 Georges Delerue (음악) 더그 크라너 Doug Kraner (미술) 마이클 카플란 Michael Kaplan (의상) 펙 프라이어 Peck Prior (편집) 하비 로젠스탁 Harvey Rosenstock (편집) 자넷 허쉔슨 Janet Hirshenson (배역) 제인 젠킨스 Jane Jenkins (배역),-,-,-,-,-
